Row Type,Parent Product Class,Class,Name,Product Category,Product Subcategory,Parent Product,Qty,Weight,Total Sales,COGS
Product,,Unknown Class,ICED Matcha Latte,ITEM,,,79,0.0,384.8,0.0
Product,,Unknown Class,ICED Vanilla + Sea Salt Matcha Latte,ITEM,,,58,0.0,359.95000000000005,0.0
Product,,Unknown Class,ICED Black Cherry Matcha,ITEM,,,67,0.0,235.39999999999998,0.0
Product,,Unknown Class,Matcha Cookie,ITEM,,,10,0.0,44.55,0.0
Product,,Unknown Class,ICED Cacao + Shrooms Matcha Latte,ITEM,,,2,0.0,6.5,0.0
Product,,Unknown Class,ICED Lavender + CBD Matcha Latte,ITEM,,,7,0.0,39.0,0.0
Product,,Unknown Class,HOT Vanilla + Sea Salt Matcha Latte,ITEM,,,15,0.0,97.5,0.0
Product,,Unknown Class,HOT Ginger + Turmeric Matcha Latte,ITEM,,,4,0.0,19.5,0.0
Product,,Unknown Class,Banana Bread,ITEM,,,9,0.0,31.599999999999998,0.0
Product,,Unknown Class,HOT Matcha Latte,ITEM,,,57,0.0,258.75,0.0
Product,,Unknown Class,ICED Flat Green,ITEM,,,9,0.0,42.5,0.0
Product,,Unknown Class,Matcha Peanut Butter Cup,ITEM,,,7,0.0,13.65,0.0
Product,,Unknown Class,Matcha Pouch,ITEM,,,6,0.0,264.6,0.0
Product,,Unknown Class,Peanut Butter Cacao + Protein Smoothie,ITEM,,,5,0.0,34.0,0.0
Product,,Unknown Class,Vanilla Cashew + Protein Smoothie,ITEM,,,6,0.0,51.0,0.0
Product,,Unknown Class,Matcha Tin,ITEM,,,3,0.0,98.6,0.0
Product,,Unknown Class,Coco Bites,ITEM,,,8,0.0,19.75,0.0
Product,,Unknown Class,Greens + Matcha Smoothie,ITEM,,,3,0.0,27.5,0.0
Product,,Unknown Class,HOT London Fog Matcha Latte,ITEM,,,6,0.0,32.5,0.0
Product,,Unknown Class,HOT Flat Green,ITEM,,,16,0.0,75.3,0.0
Product,,Unknown Class,ICED London Fog Matcha Latte,ITEM,,,14,0.0,77.69999999999999,0.0
Product,,Unknown Class,ICED Chai Matcha Latte,ITEM,,,7,0.0,41.4,0.0
Product,,Unknown Class,HOT Lavender + CBD Matcha Latte,ITEM,,,3,0.0,19.5,0.0
Product,,Unknown Class,Matchagato,ITEM,,,3,0.0,18.85,0.0
Product,,Unknown Class,ICED Rose + Collagen Matcha Latte,ITEM,,,15,0.0,83.85,0.0
Product,,Unknown Class,HOT Rose + Collagen Matcha Latte,ITEM,,,4,0.0,26.0,0.0
Product,,Unknown Class,HOT Hojicha Latte,ITEM,,,8,0.0,36.55,0.0
Product,,Unknown Class,HOT Cacao + Shrooms Matcha Latte,ITEM,,,3,0.0,19.5,0.0
Product,,Unknown Class,ICED Matchacano,ITEM,,,4,0.0,13.0,0.0
Product,,Unknown Class,HOT Matchacano,ITEM,,,9,0.0,37.0,0.0
Product,,Unknown Class,ICED Hojicha Latte,ITEM,,,6,0.0,31.0,0.0
Product,,Unknown Class,Berries + Collagen Smoothie,ITEM,,,4,0.0,17.0,0.0
Product,,Unknown Class,HOT Chai Matcha Latte,ITEM,,,9,0.0,54.0,0.0
Product,,Unknown Class,Saekari Matcha tin,ITEM,,,1,0.0,44.0,0.0
Product,,Unknown Class,Matcha Snickers,ITEM,,,2,0.0,10.0,0.0
Product,,Unknown Class,Hojicha tin,ITEM,,,1,0.0,26.0,0.0
