brand,borough,name,formatted_address,lat,lng,postcode
Starbucks,City of London,Starbucks,"2a Eastcheap, London EC3M 1BN, United Kingdom",51.51056,-0.0857,EC3M 1AA
Starbucks,City of London,Starbucks Coffee,"122 City Rd, London EC1V 2NR, United Kingdom",51.52619,-0.08795,EC1V 2NR
Starbucks,City of London,Starbucks Coffee,"59 Broadgate Link, London EC2M 7PY, United Kingdom",51.5174771,-0.08088520000000000,EC2M 4NS
Starbucks,City of London,Starbucks Coffee,"11 Leadenhall St, London EC3V 1LP, United Kingdom",51.51341,-0.08285,EC3V 1LP
Starbucks,City of London,Starbucks,"54 Tooley St, London SE1 9SP, United Kingdom",51.50543,-0.08526,SE1 9SP
Starbucks,City of London,Starbucks,"49 Shad Thames, London SE1 2NJ, United Kingdom",51.5039562,-0.07533520000000000,SE1 2NJ
Starbucks,City of London,Starbucks Coffee,"38 Walbrook, London EC4N 8BN, United Kingdom",51.51263000000000,-0.09008,EC4N 4YA
Starbucks,City of London,Starbucks Coffee,"1-3 Villiers St, London WC2N 6NN, United Kingdom",51.5074549,-0.122824,WC2N 6NN
Starbucks,City of London,Starbucks Coffee,"S Colonnade, London E14 4QT, United Kingdom",51.50495,-0.02076,E14 5AB
Starbucks,City of London,Starbucks Coffee,"87 King William St, London EC4N 7BJ, United Kingdom",51.5127117,-0.08813880000000000,EC4N 7BJ
Starbucks,City of London,Starbucks,"120 Moorgate, London EC2M 6UR, United Kingdom",51.51888,-0.08769000000000000,EC2M 6UR
Starbucks,City of London,Starbucks Coffee,"45 Whitechapel Rd, London E1 1DU, United Kingdom",51.51697,-0.06812,E1 1DU
Starbucks,City of London,Starbucks Coffee,"25 Bank St, London E14 5JP, United Kingdom",51.50254,-0.01941,E14 5NY
Starbucks,City of London,Starbucks Coffee,"31-33 Sun St, London EC2M 2PY, United Kingdom",51.52005,-0.08359,EC2M 2PY
Starbucks,City of London,Starbucks Coffee,"34 New Bridge St, London EC4V 6BJ, United Kingdom",51.5126096,-0.103882,EC4V 6BJ
Starbucks,City of London,Starbucks Coffee,"3 Fleet Pl, London EC4M 7RA, United Kingdom",51.51667,-0.10361,EC4M 7RA
Starbucks,City of London,Starbucks Coffee,"112-116 New Oxford St, London WC1A 1HH, United Kingdom",51.5166932,-0.1292172,WC1A 1HH
Starbucks,City of London,Starbucks Coffee,"143-144 Cheapside, London EC2V 6BJ, United Kingdom",51.51458,-0.09612,EC2V 6BJ
Starbucks,City of London,Starbucks Coffee,"1 Paternoster Row, London EC4M 7DX, United Kingdom",51.51454,-0.09863,EC4M 7DX
Starbucks,City of London,Starbucks,"7 Borough High St, London SE1 9SU, United Kingdom",51.50577,-0.08861,SE1 9SU
Starbucks,City of London,Starbucks,"2 Churchill Pl, London E14 5RB, United Kingdom",51.50441000000000,-0.01497,E14 5RB
Starbucks,City of London,Starbucks Coffee,"Belvedere Rd, London SE1 7GQ, United Kingdom",51.50202000000000,-0.11783,SE1 7GQ
Starbucks,City of London,Starbucks,"262 High Holborn, London WC1V 7EZ, United Kingdom",51.51781,-0.11713,WC1V 7EZ
Starbucks,City of London,Starbucks,"14 Milner Place, London SE1 7PE, United Kingdom",51.50368,-0.11572,SE1 7NJ
Starbucks,City of London,Starbucks Coffee,"Cowcross St, London EC1M 6DQ, United Kingdom",51.52024,-0.10343,EC1M 6DU
Starbucks,City of London,Starbucks Coffee,"51 Great Russell St, London WC1B 3BA, United Kingdom",51.51827610000000,-0.1258015,WC1B 3BA
Starbucks,City of London,Starbucks Coffee,"223-227 Borough High St, London SE1 1JD, United Kingdom",51.50083,-0.09349000000000000,SE1 1JD
Starbucks,City of London,Starbucks Coffee,"12 A Mepham St, London SE1 8SE, United Kingdom",51.5040539,-0.1126814,SE1 7NJ
Starbucks,City of London,Starbucks Coffee,"60-66 Wardour St, London W1F 0TA, United Kingdom",51.51272000000000,-0.13331,W1F 0TA
Starbucks,City of London,Starbucks Coffee,"6A Vigo St, London W1S 3HF, United Kingdom",51.51032610000000,-0.1391377,W1S 3HF
Starbucks,City of London,Starbucks Coffee,"St. Katherine's House, 10 Kingsway, London WC2B 6LH, United Kingdom",51.51390000000000,-0.11766,WC2B 6LH
Starbucks,City of London,Starbucks Coffee,"10 Russell St, London WC2B 5HZ, United Kingdom",51.51235,-0.12164,WC2B 5HZ
Starbucks,City of London,Starbucks Coffee,"Midland Rd, The Circle, London NW1 2QL, United Kingdom",51.53141,-0.12637,N1C 4BJ
Starbucks,City of London,Starbucks,"Soho Pl, London W1D 3BG, United Kingdom",51.51590000000000,-0.13042,W1D 3BG
Starbucks,City of London,"Starbucks, London Kings Cross Station","Euston Rd., London N1 9AL, United Kingdom",51.5311967,-0.1241942,N1C 4BJ
Starbucks,City of London,Starbucks Coffee,"1 Canada Square, Jubilee E14 5AB, United Kingdom",51.5047,-0.01973,E14 4QT
Starbucks,City of London,Starbucks Coffee,"13-15 Surrey Quays Rd, London SE16 7LL, United Kingdom",51.49488000000000,-0.04648,SE16 7LL
Starbucks,City of London,Starbucks,"Silvertown Way, London E16 1GW, United Kingdom",51.514812,0.008970000000000000,E16 1ED
Starbucks,City of London,Starbucks Coffee,"New Globe Walk, London SE1 9DS, United Kingdom",51.50808,-0.09608,SE1 9DS
Starbucks,City of London,Starbucks Coffee,"389 Mile End Rd, Bow, London E3 4PL, United Kingdom",51.52491,-0.03531,E3 4QS
Starbucks,City of London,Starbucks Coffee,"Sandell St, London SE1 8NH, United Kingdom",51.5040189,-0.1095167,SE1 8TG
Starbucks,City of London,"Starbucks Coffee, Platform 2","Victoria Station, London SW1E 5ND, United Kingdom",51.4964135,-0.143849,SW1E 5ND
Starbucks,City of London,Starbucks Coffee,"2 Western Gateway, London E16 1DR, United Kingdom",51.50888,0.02502,E16 1DR
Starbucks,City of London,Starbucks Royal Wharf,"5 Halyard Place, London E16 2TH, United Kingdom",51.5018187,0.0310678,E16 2SB
Starbucks,City of London,Starbucks Coffee,"52 Berkeley St, London W1J 8ET, United Kingdom",51.5074708,-0.1426728,W1J 8ET
Starbucks,City of London,Starbucks Coffee,"1, 2 Underground station, London NW1 5LA, United Kingdom",51.522668,-0.1569,NW1 5LD
Starbucks,City of London,Starbucks Coffee,"34 Great Marlborough St, Carnaby, London W1F 7JD, United Kingdom",51.51402,-0.13925,W1F 7JD
Starbucks,City of London,Starbucks,"78-80 Old Broad St, London EC2M 1QP, United Kingdom",51.51741000000000,-0.08328000000000000,EC2M 1QP
Starbucks,Barking and Dagenham,Starbucks,"37 Station Parade, Barking IG11 8EB, United Kingdom",51.53907,0.08053000000000000,IG11 8EB
Starbucks,Barking and Dagenham,Starbucks,"Claps Gate Ln, London E6 6LG, United Kingdom",51.5214,0.07233000000000000,E6 6LG
Starbucks,Barking and Dagenham,Starbucks,"Heathway, London RM10 8RE, United Kingdom",51.54115000000000,0.1483,RM10 8PE
Starbucks,Barnet,Starbucks,"8A Station Rd, Arnos Grove, London N11 1FR, United Kingdom",51.61211000000000,-0.1373,N11 1FR
Starbucks,Barnet,Starbucks Coffee,"The Torrington Public House, 811 High Rd, London N12 8JR, United Kingdom",51.6163,-0.17702,N12 8JR
Starbucks,Barnet,Starbucks,"2-4 M1, Mill Hill, London NW7 3HU, United Kingdom",51.6311718,-0.2637976,NW7 3HU
Starbucks,Barnet,Starbucks Coffee,"23 Bignells Corner, Potters Bar EN6 3QQ, United Kingdom",51.68748,-0.22173,EN6 3QQ
Starbucks,Barnet,Starbucks,"The Green, London N9 0TZ, United Kingdom",51.62473,-0.05708000000000000,N9 0EH
Starbucks,Barnet,Starbucks Coffee,"23 M25 Bignells Corner, Hertforshire EN6 3QQ, United Kingdom",51.68765,-0.22231,EN6 3QQ
Starbucks,Barnet,Starbucks Coffee,"Starbucks C/o Sainsbury's, 681-686, 681 Green Lanes, London N21 3RS, United Kingdom",51.63051,-0.09711000000000000,N21 3RS
Starbucks,Barnet,Starbucks Coffee,"Shenley Rd, Borehamwood WD6 1AE, United Kingdom",51.6558497,-0.2770497,WD6 1AE
Starbucks,Barnet,Starbucks Coffee,"113 High St, Barnet EN5 5UZ, United Kingdom",51.6554,-0.2019455,EN5 5UZ
Starbucks,Barnet,Starbucks,"Barnet By Passage, Barnet By-Pass, Borehamwood WD6 5PU, United Kingdom",51.657312,-0.250169,WD6 5PU
Starbucks,Bexley,Starbucks Coffee,"The Mall, Arnsberg Way, Bexleyheath DA6 7JN, United Kingdom",51.45616,0.1463,DA6 7JN
Starbucks,Bexley,Starbucks,"77a High St, Sidcup DA14 6DW, United Kingdom",51.4264613,0.1020666,DA14 6DW
Starbucks,Bexley,Starbucks,"3 Roman Way, Dartford DA1 4BH, United Kingdom",51.45053,0.17827,DA1 4BH
Starbucks,Bexley,Starbucks,"9 Pegler Square, London SE3 9FW, United Kingdom",51.461845,0.026578,SE3 9FW
Starbucks,Bexley,Starbucks,"264 Bugsby's Way, London SE7 7ST, United Kingdom",51.48737,0.0247,SE7 7AL
Starbucks,Bexley,Starbucks,"19 Atlantis Ave, London E16 2BF, United Kingdom",51.5082694,0.0720344,E16 2AQ
Starbucks,Bexley,Starbucks Coffee,"Peninsula Square, London SE10 0BB, United Kingdom",51.5022092,0.005042900000000000,SE10 0ES
Starbucks,Bexley,Starbucks,"Norman Rd, London DA17 6FD, United Kingdom",51.49702,0.15503,DA17 6FD
Starbucks,Brent,Starbucks Coffee,"Brent Cross Shopping Centre, Prince Charles Dr, Brent Cross, London NW4 3FG, United Kingdom",51.57616,-0.22449,NW4 3FQ
Starbucks,Brent,Starbucks Coffee,"Engineers Way, Wembley Park, Wembley HA9 0FJ, United Kingdom",51.5586796,-0.2820103,HA9 0FJ
Starbucks,Brent,Starbucks,"195 W Hendon Broadway, London NW9 7DE, United Kingdom",51.5781036,-0.2404353,NW9 7DE
Starbucks,Brent,Starbucks,"Olympic Way, Wembley Park, Wembley HA9 0FR, United Kingdom",51.55985,-0.27928,HA9 0FR
Starbucks,Brent,Starbucks Coffee,"201A W End Ln, London NW6 2LJ, United Kingdom",51.5477529,-0.191159,NW6 2LJ
Starbucks,Bromley,Starbucks Coffee,"25 Market Square, Bromley BR1 1NA, United Kingdom",51.40556000000000,0.01556,BR1 1NA
Starbucks,Camden,Starbucks Coffee,"4/6 Parkway, London NW1 7AA, United Kingdom",51.5389594,-0.1432895,NW1 7AA
Starbucks,Camden,Starbucks,"253 Camden High St, London NW1 8NJ, United Kingdom",51.5403897,-0.1440367,NW1 8NJ
Starbucks,Croydon,Starbucks Coffee,"Centrale Shopping Centre, Tamworth Rd, Croydon CR0 1TY, United Kingdom",51.37527,-0.10202,CR0 1TY
Starbucks,Croydon,Starbucks,"26 Dingwall Rd, Croydon CR0 9XF, United Kingdom",51.37635,-0.09545,CR0 9XF
Starbucks,Croydon,Starbucks,"Unit 2 10 Degrees, 100A George St, East, Croydon, United Kingdom",51.37443,-0.09381000000000000,CR0 1PJ
Starbucks,Croydon,Starbucks Coffee,"Station Approach, Croydon CR0 1LF, United Kingdom",51.376133,-0.0930154,CR0 1LF
Starbucks,Croydon,Starbucks,"330 Purley Way, Croydon CR0 4XJ, United Kingdom",51.37202,-0.11885,CR0 4XJ
Starbucks,Ealing,Starbucks Coffee,"11-12 The Grn, London W5 5DA, United Kingdom",51.51101,-0.30518,W5 5DA
Starbucks,Ealing,Starbucks Coffee,"The Broadway, London W5 2NT, United Kingdom",51.5148,-0.30255,W5 2NT
Starbucks,Ealing,Starbucks Coffee,"433-435 Uxbridge Rd, London W5 3NT, United Kingdom",51.50988,-0.28726,W5 3NT
Starbucks,Enfield,Starbucks Coffee,"7 Church St, Enfield EN2 6AF, United Kingdom",51.65228,-0.08344,EN2 6AE
Starbucks,Greenwich,Starbucks Coffee,"54-56 Greenwich Church St, London SE10 9BL, United Kingdom",51.48211,-0.00987,SE10 9BL
Starbucks,Hackney,Starbucks Coffee,"Montfichet Rd, London E20 1EJ, United Kingdom",51.54265000000000,-0.00551,E20 1EN
Starbucks,Hackney,Starbucks Coffee,"Montfichet Rd, London E20 1EJ, United Kingdom",51.54349000000000,-0.00636,E20 1EH
Starbucks,Hackney,Starbucks Coffee,"Wells Terrace, Finsbury Park, London N4 3JU, United Kingdom",51.5654,-0.10796,N4 3JP
Starbucks,Hackney,Starbucks Coffee,"250 Upper St, London N1 1RU, United Kingdom",51.54545,-0.1034,N1 1RU
Starbucks,Hackney,Starbucks,"2 Station Pl, Finsbury Park, London N4 2DH, United Kingdom",51.56449200000000,-0.1057577,N4
Starbucks,Hackney,Starbucks,"1 Ashley Rd, London N17 9LJ, United Kingdom",51.58911000000000,-0.06154,N17 9LJ
Starbucks,Hackney,Starbucks,"448 Holloway Rd, London N7 6QA, United Kingdom",51.55771,-0.11887,N7 6QA
Starbucks,Hackney,Starbucks,"Myrtle Rd, London E6 1HY, United Kingdom",51.53432,0.05228,E6 1FD
Starbucks,Hackney,Starbucks,"23 Forest Rd, London E17 6HW, United Kingdom",51.5871723,-0.0423502,E17 6HW
Starbucks,Hackney,Starbucks Coffee,"474 Caledonian Rd, London N7 8TB, United Kingdom",51.5484778,-0.1178211,N7 8TB
Starbucks,Hackney,Starbucks,"Arthur Edwards Building, London E15 4NQ, United Kingdom",51.5445723,0.009845,E15 4NQ
Starbucks,Hackney,Starbucks Coffee,"The Brunswick Brunswick Centre, London WC1N 1AW, United Kingdom",51.52393,-0.12334,WC1N 1AW
Starbucks,Hackney,Costa Coffee,"Unit 1A, Kingsland Shopping Centre, London E8 2LX, United Kingdom",51.5477,-0.073446,E8 2LX
Starbucks,Hackney,Starbucks,"143 Charing Cross Rd, London W1D 3BG, United Kingdom",51.5158733,-0.1304828,W1D 3BG
Starbucks,Hammersmith and Fulham,Starbucks Coffee,"Unit 36, 36 Hammersmith Broadway, London W6 9YE, United Kingdom",51.49278,-0.22439,W6
Starbucks,Hammersmith and Fulham,Starbucks,"71 King St, London W6 9HY, United Kingdom",51.49254000000000,-0.22802,W6 9HY
Starbucks,Hammersmith and Fulham,Starbucks Coffee,"200 Hammersmith Rd, London W6 7DL, United Kingdom",51.49319000000000,-0.22154,W6 7DL
Starbucks,Hammersmith and Fulham,Starbucks Coffee,"Fulham Rd., London SW6 1BY, United Kingdom",51.48039,-0.19438,SW6 1BW
Starbucks,Hammersmith and Fulham,Starbucks Coffee,"44-48 New Kings Rd, London SW6 4LS, United Kingdom",51.47271,-0.20081,SW6 4LS
Starbucks,Hammersmith and Fulham,Starbucks Coffee,"220 Fulham Palace Rd, London W6 9NT, United Kingdom",51.4840168,-0.2197971,W6 9NT
Starbucks,Haringey,Starbucks Coffee,"1 Junction Rd, Archway, London N19 5QT, United Kingdom",51.56537000000000,-0.13438,N19 5QT
Starbucks,Haringey,Starbucks Coffee,"5-7 S End Rd, London NW3 2PT, United Kingdom",51.55420000000000,-0.16576,NW3 2PT
Starbucks,Haringey,Starbucks Coffee,"9 Golders Green Rd, London NW11 8DY, United Kingdom",51.5718059,-0.195967,NW11 8DY
Starbucks,Haringey,Laptop Coffee Shop,"Gladstone House, 1 Gladstone Ave, London N22 6JS, United Kingdom",51.5963763,-0.108807,N22 6JS
Starbucks,Haringey,Starbucks Coffee,"175 Tottenham Ct Rd, London W1T 7NU, United Kingdom",51.5224442,-0.1358776,W1T 7NS
Starbucks,Haringey,Starbucks Coffee,"57 England's Ln, Belsize Park, London NW3 4YD, United Kingdom",51.54541,-0.16269,NW3 4YD
Starbucks,Haringey,Starbucks Coffee,"79 St John's Wood High St, London NW8 7NL, United Kingdom",51.5339,-0.1714,NW8 7NL
Starbucks,Harrow,Starbucks Coffee,"Kymberley Rd, Harrow HA1 1HS, United Kingdom",51.58148,-0.33883,HA1 1HS
Starbucks,Havering,Starbucks Coffee,"142 High St, Hornchurch RM12 6QX, United Kingdom",51.56221,0.22004,RM12 6QX
Starbucks,Havering,Starbucks Coffee,"1, 15 The Brewery Walk, Romford RM1 1AU, United Kingdom",51.57627,0.18111,RM1 1AU
Starbucks,Havering,Starbucks Coffee,"Western Rd, Romford RM1 3RL, United Kingdom",51.57848,0.18347,RM1 3RL
Starbucks,Hillingdon,Starbucks,"8 Uxbridge Rd, Uxbridge UB10 0LG, United Kingdom",51.53266000000000,-0.45308,UB10 0LG
Starbucks,Hillingdon,Starbucks Heathrow North,"Shepiston Ln, Hayes UB3 1LL, United Kingdom",51.49569,-0.44479,UB3 1RN
Starbucks,Hillingdon,Starbucks Coffee,"High St, Uxbridge UB8 1GB, United Kingdom",51.54585000000000,-0.47845,UB8 1LA
Starbucks,Hillingdon,Starbucks Coffee,"Glencoe Rd, Hayes UB4 9SN, United Kingdom",51.52412,-0.38908,UB4 9BS
Starbucks,Hillingdon,Starbucks,"145-147 High St, Rickmansworth WD3 1AR, United Kingdom",51.639084,-0.471346,WD3 1AR
Starbucks,Hillingdon,Starbucks Coffee,"The Old Dairy, Victoria Rd, London HA4 0EJ, United Kingdom",51.5594,-0.4004,HA4 0FY
Starbucks,Hounslow,Starbucks,"12 High St, Hounslow TW3 1BD, United Kingdom",51.47008,-0.36172,TW3 1GA
Starbucks,Hounslow,Starbucks,"3 Smithy Ln, Hounslow TW3 1EY, United Kingdom",51.46999150000000,-0.3617016,TW3 1BQ
Starbucks,Hounslow,Starbucks Coffee,"198 High St, Hounslow TW3 1HL, United Kingdom",51.4688537,-0.3626877,TW3 1HL
Starbucks,Hounslow,Starbucks Coffee,"9 Bath Rd, Hounslow TW6 2AA, United Kingdom",51.48103,-0.41927,TW6 2AA
Starbucks,Islington,Starbucks Coffee,"7 Islington High St, London N1 9LQ, United Kingdom",51.53244000000000,-0.10651,N1 9LQ
Starbucks,Islington,Starbucks Coffee,"30 Upper St, London N1 0PN, United Kingdom",51.534523,-0.10531,N1 0PN
Starbucks,Kensington and Chelsea,Starbucks Coffee,"25a Kensington High St, London W8 5NP, United Kingdom",51.50227,-0.18857,W8 5NP
Starbucks,Kensington and Chelsea,Starbucks Coffee,"19 Old Brompton Rd, South Kensington, London SW7 3HZ, United Kingdom",51.49353,-0.17472,SW7 3HZ
Starbucks,Kensington and Chelsea,Starbucks Coffee,"83 Gloucester Rd, South Kensington, London SW7 4SS, United Kingdom",51.49449000000000,-0.18238,SW7 4SS
Starbucks,Kensington and Chelsea,Starbucks Coffee,"44-48 Brompton Rd, London SW3 1BW, United Kingdom",51.50049,-0.16259,SW3 1BW
Starbucks,Kensington and Chelsea,Starbucks Coffee,"27 Gloucester Rd, South Kensington, London SW7 4PL, United Kingdom",51.49796,-0.1836,SW7 4PL
Starbucks,Kensington and Chelsea,Starbucks Coffee,"369 Fulham Rd., London SW10 9TR, United Kingdom",51.48507,-0.1821,SW10 9NG
Starbucks,Kensington and Chelsea,Starbucks,"203 Earls Ct Rd, London SW5 9AN, United Kingdom",51.49201,-0.19232,SW5 9AN
Starbucks,Kensington and Chelsea,Starbucks Coffee,"New Retail Unit, London SW3 1ED, United Kingdom",51.50137000000000,-0.16124,SW3 1ED
Starbucks,Kensington and Chelsea,Starbucks Coffee,"Chantrey House, 98 Buckingham Palace Rd, London SW1W 0SS, United Kingdom",51.49429,-0.14688,SW1W 0SS
Starbucks,Kensington and Chelsea,Starbucks cafe,"17a Scarsdale Pl, London W8 5SY, United Kingdom",51.4989224,-0.1917635,W8 5SY
Starbucks,Kensington and Chelsea,Starbucks Coffee,"49 Queensway, London W2 4QH, United Kingdom",51.51172,-0.18765,W2 4QH
Starbucks,Kensington and Chelsea,Starbucks,"225 Circus Rd S, Nine Elms, London SW11 8BZ, United Kingdom",51.481823,-0.144362,SW11 8BZ
Starbucks,Kensington and Chelsea,Starbucks Coffee,"Elizabeth St, London SW1W 9TP, United Kingdom",51.4922842,-0.1482232,SW1W 9RH
Starbucks,Kensington and Chelsea,Starbucks Coffee,"26 Pembridge Rd, Notting Hill Gate, London W11 3HL, United Kingdom",51.509785,-0.1971541,W11 3HL
Starbucks,Kensington and Chelsea,Starbucks Coffee,"227 Portobello Rd, London W11 1LT, United Kingdom",51.51683,-0.2059,W11 1LT
Starbucks,Kensington and Chelsea,Starbucks Coffee,"Main Entrance, Victoria Railway Station, London SW1V 1JU, United Kingdom",51.49573180000000,-0.1446502,SW1E 5ND
Starbucks,Kensington and Chelsea,Starbucks Coffee,"15 Victoria St, London SW1V 1JU, United Kingdom",51.49586,-0.14441,SW1V 1JU
Starbucks,Kensington and Chelsea,"Starbucks Coffee, Platform 16","Victoria Railway Station, London SW1V 1JU, United Kingdom",51.4947528,-0.1456884,SW1W 9SJ
Starbucks,Kensington and Chelsea,Starbucks,"Praed St, London W2 1DL, United Kingdom",51.51652,-0.17483,W2 1DL
Starbucks,Kensington and Chelsea,Starbucks Coffee,"Buckingham Palace Rd, London SW1V 1JT, United Kingdom",51.49519,-0.14509,SW1W 0SR
Starbucks,Kensington and Chelsea,Starbucks Coffee,"1 Ariel Way, London W12 7GE, United Kingdom",51.507915,-0.22129,W12 7GE
Starbucks,Kensington and Chelsea,Starbucks,"Platform 1&2, Baker Street Underground Station, Marylebone Rd, London NW1 5LA, United Kingdom",51.5231548,-0.156863,NW1 5LJ
Starbucks,Kensington and Chelsea,Starbucks Coffee,"15 Sheldon Square, London W2 6PY, United Kingdom",51.51942,-0.17948,W2 6PY
Starbucks,Kensington and Chelsea,Starbucks,"Unit 2122, London W12 7GE, United Kingdom",51.507434,-0.223091,W12 7GE
Starbucks,Kingston upon Thames,Starbucks Coffee,"91 Clarence St, London KT1 1QY, United Kingdom",51.41088,-0.30168,KT1 1NP
Starbucks,Kingston upon Thames,Starbucks Coffee,"The Bentall Centre, Wood St, Kingston upon Thames KT1 1TR, United Kingdom",51.41166,-0.30386,KT1 1SZ
Starbucks,Lambeth,Starbucks Coffee,"2 S Lambeth Rd, London SW8 1SP, United Kingdom",51.48563,-0.12364,SW8 1SP
Starbucks,Lambeth,Starbucks Coffee,"62 Wandsworth Rd, Nine Elms, London SW8 2LF, United Kingdom",51.48045,-0.12821,SW8
Starbucks,Lambeth,Starbucks,"17 Casson Sq, London SE1 7BQ, United Kingdom",51.5038198,-0.116317,SE1 7BQ
Starbucks,Lambeth,Starbucks Coffee,"27 Victoria St, London SW1H 0EX, United Kingdom",51.49812,-0.13267,SW1H 0EX
Starbucks,Lambeth,Starbucks Coffee,"Streatham Hill, London SW2 4RS, United Kingdom",51.4389465,-0.1265892,SW2 4RU
Starbucks,Lambeth,Starbucks Coffee,"40-42 Old Town, London SW4 0LB, United Kingdom",51.4637748,-0.1419369,SW4 0LB
Starbucks,Lambeth,Starbucks Coffee,"17 Broadway, London SW1H 0AZ, United Kingdom",51.499107,-0.133562,SW1H 0AZ
Starbucks,Lambeth,Starbucks Coffee,"202-204 Clapham High St, London SW4 7UD, United Kingdom",51.46204000000000,-0.13818,SW4 7UD
Starbucks,Lewisham,Starbucks Coffee,"Molesworth St, London SE13 7HB, United Kingdom",51.46191,-0.01269,SE13 5JZ
Starbucks,Merton,Starbucks,"1 Merton High St, London SW19 1DD, United Kingdom",51.41477,-0.18073,SW19 1DD
Starbucks,Merton,Starbucks,"1 Morden Rd, London SW19 3DB, United Kingdom",51.41548,-0.19211,SW19 3DB
Starbucks,Merton,Starbucks Coffee,"High Street Colliers Wood, London SW19 2PT, United Kingdom",51.4136161,-0.1778127,SW19 2TY
Starbucks,Merton,Starbucks Coffee,"Unit 5, 10 Wimbledon Hill Rd, London SW19 7NS, United Kingdom",51.421162,-0.2076372,SW19 7PA
Starbucks,Merton,Starbucks,"Plough Ln, London SW17 0BH, United Kingdom",51.4310584,-0.1843636,SW17 0UJ
Starbucks,Merton,Starbucks Coffee,"Coombe Ln, Raynes Park, London SW20 0JY, United Kingdom",51.4094096,-0.2300334,SW20 8NE
Starbucks,Merton,Starbucks Coffee,"Platform 7, 8 The Bridge, London SW19 7NL, United Kingdom",51.4215008,-0.2056473,SW19 7NL
Starbucks,Merton,Starbucks,"Wimbledon Hill Rd, London SW19 7NL, United Kingdom",51.42174,-0.20532,SW19 8YE
Starbucks,Merton,Starbucks Coffee,"2 Mitcham Rd, London SW17 9ND, United Kingdom",51.4276261,-0.1676659,SW17 9ND
Starbucks,Merton,Starbucks,"125 129 High St, New Malden KT3 4BH, United Kingdom",51.39956,-0.25588,KT3 4BH
Starbucks,Merton,Starbucks Coffee,"515 Garratt Ln, London SW18 4SW, United Kingdom",51.4419195,-0.1875731,SW18 4SW
Starbucks,Newham,Starbucks,"23 Major Draper St, Royal Arsenal, London SE18 6ZF, United Kingdom",51.4923629,0.0707874,SE18 6ZF
Starbucks,Newham,Starbucks Coffee,"88 High Rd, Ilford IG1 1DN, United Kingdom",51.55862,0.07172000000000000,IG1 1DS
Starbucks,Newham,Costa Coffee,"Unit 1 & 2, Booking Hall, Station E16 1DQ, United Kingdom",51.51381,0.008290000000000000,E16
Starbucks,Newham,Starbucks Coffee,"George Ln, London E18 1AN, United Kingdom",51.59242,0.02715,E18 1AN
Starbucks,Redbridge,Starbucks,"225 High Rd, Ilford IG1 1LX, United Kingdom",51.55974,0.07626,IG1 1LX
Starbucks,Richmond upon Thames,Starbucks Coffee,"Lower Richmond Rd., Richmond TW9 4LT, United Kingdom",51.46678,-0.28645,TW9 4LT
Starbucks,Richmond upon Thames,Starbucks Coffee,"Station Parade, Richmond TW9 3PS, United Kingdom",51.4774,-0.28637,TW9 3PS
Starbucks,Richmond upon Thames,Starbucks,"86 London Rd, Twickenham TW1 1FD, United Kingdom",51.4502286,-0.3306381,TW1 1FD
Starbucks,Richmond upon Thames,Starbucks Coffee,"21 King St, Twickenham TW1 3SD, United Kingdom",51.44666000000000,-0.32836,TW1 3SD
Starbucks,Richmond upon Thames,Starbucks Coffee,"Kew Rd, Richmond TW9 2NQ, United Kingdom",51.46365000000000,-0.30215,TW9 2RD
Starbucks,Southwark,Starbucks,"263d New Cross Rd, London SE14 5UQ, United Kingdom",51.476862,-0.0422621,SE14 5UQ
Starbucks,Southwark,Starbucks Coffee,"80 Dog Kennel Hill, London SE22 8AA, United Kingdom",51.46187,-0.08458,SE22 8BB
Starbucks,Southwark,Starbucks Coffee,"The Gallery, Sumner St, London SE1 9TG, United Kingdom",51.50648,-0.09995,SE1 9JZ
Starbucks,Sutton,Starbucks Coffee,"174 High St, Sutton SM1 1LX, United Kingdom",51.36385810000000,-0.193281,SM1 1LX
Starbucks,Sutton,Starbucks Coffee,"566 London Rd, Sutton SM3 9AA, United Kingdom",51.37211,-0.2257,SM3 9AA
Starbucks,Wandsworth,Starbucks Coffee,"83 Wandsworth High St, London SW18 4LH, United Kingdom",51.45669000000000,-0.19308,SW18 2PR
Costa Coffee,City of London,Costa Coffee,"Unit R5, The Concourse, Liverpool Street Station, London EC2M 7PY, United Kingdom",51.518697,-0.081451,EC2M 7PY
Costa Coffee,City of London,Costa Coffee,"Fenchurch Street station, Fenchurch Pl, London EC3M 4AJ, United Kingdom",51.51174,-0.0789,EC3M 4AJ
Costa Coffee,City of London,Costa Coffee,"Units 14, 15 Bishops Square, London E1 6EG, United Kingdom",51.519258,-0.078223,E1 6EG
Costa Coffee,City of London,Costa Coffee,"Tower Vaults, The Cafe, London EC3N 4EE, United Kingdom",51.50906,-0.078469,EC3N 4EE
Costa Coffee,City of London,Costa Coffee,"126 Cannon St, London EC4N 6AS, United Kingdom",51.51088,-0.087004,EC4N 6AS
Costa Coffee,City of London,Costa Coffee,"Kiosk, City, Thameslink St, London EC4M 7JH, United Kingdom",51.514019,-0.103456,EC4M 7JH
Costa Coffee,City of London,Costa Coffee,"9 Eldon St, London EC2M 7LS, United Kingdom",51.518641,-0.08529100000000000,EC2M 7LS
Costa Coffee,City of London,Costa Coffee,"Unit 6, CityPoint, London EC2Y 9HR, United Kingdom",51.519682,-0.08934600000000000,EC2Y 9AW
