"Timesheet Date","Annual Salary","Location Name","Timesheet Total Time","Timesheet Number Cost","Annual Salaried Shift Cost","Is Leave"
"2025-11-03","","Spitalfields","7.38","94.833","0","true"
"2025-11-03","","Selfridges","7.5","96.375","0","true"
"2025-11-03","£55,000.00","JENKI CPU","8.37","0","221.32211538461533","true"
"2025-11-03","","Covent Garden","8","110.8","0","true"
"2025-11-03","","Borough","2.23","30.8855","0","false"
"2025-11-02","","Selfridges","7.5","96.375","0","true"
"2025-11-02","","Covent Garden","8.05","103.4425","0","false"
"2025-11-02","","Covent Garden","8.07","111.7695","0","false"
"2025-11-02","","Covent Garden","7.68","106.368","0","false"
"2025-11-02","","Covent Garden","5.62","72.217","0","false"
"2025-11-02","£29,000.00","Spitalfields","6.58","0","91.74038461538463","false"
"2025-11-02","","Spitalfields","7.08","98.058","0","false"
"2025-11-02","","Spitalfields","7.62","97.917","0","false"
"2025-11-02","","Spitalfields","7.4","102.49","0","false"
"2025-11-02","","Spitalfields","6.83","94.5955","0","false"
"2025-11-02","","Borough","7.08","90.978","0","false"
"2025-11-02","","Borough","8.07","111.7695","0","false"
"2025-11-02","","Borough","6.75","93.4875","0","false"
"2025-11-02","","Borough","8.93","114.7505","0","false"
"2025-11-02","","Borough","7.87","108.9995","0","false"
"2025-11-02","","Borough","6.75","93.4875","0","false"
"2025-11-02","","Spitalfields","7.38","94.833","0","true"
"2025-11-02","","Spitalfields","8","102.8","0","true"
"2025-11-02","","Covent Garden","6.58","84.553","0","false"
"2025-11-02","","Selfridges","7","96.95","0","false"
"2025-11-02","£29,000.00","Selfridges","6.73","0","93.83173076923079","false"
"2025-11-02","","Selfridges","6.83","94.5955","0","false"
"2025-11-02","","Selfridges","6","77.1","0","false"
"2025-11-02","","Selfridges","6","77.1","0","false"
"2025-11-01","","Covent Garden","7.5","96.375","0","true"
"2025-11-01","","Selfridges","6.6","84.81","0","false"
"2025-11-01","","Selfridges","8.35","115.6475","0","false"
"2025-11-01","","Selfridges","7.5","96.375","0","true"
"2025-11-01","","Selfridges","8.23","113.9855","0","false"
"2025-11-01","","Selfridges","8.45","117.0325","0","false"
"2025-11-01","","Selfridges","7.2","92.52","0","false"
"2025-11-01","","Selfridges","7.25","100.4125","0","false"
"2025-11-01","","Selfridges","6.8","94.18","0","false"
"2025-11-01","","Selfridges","4.75","65.7875","0","false"
"2025-11-01","","Selfridges","7.35","94.4475","0","false"
"2025-11-01","","Covent Garden","8.02","103.057","0","false"
"2025-11-01","","Covent Garden","7.9","109.415","0","false"
"2025-11-01","","Covent Garden","7.25","100.4125","0","false"
"2025-11-01","","Covent Garden","6.25","80.3125","0","false"
"2025-11-01","","Covent Garden","8.17","115.197","0","false"
"2025-11-01","","Spitalfields","7.25","102.225","0","false"
"2025-11-01","","Spitalfields","8.03","111.2155","0","false"
"2025-11-01","","Spitalfields","8.92","123.542","0","false"
"2025-11-01","","Spitalfields","7.53","96.7605","0","false"
"2025-11-01","£29,000.00","Borough","5.6","0","78.07692307692308","false"
"2025-11-01","","Borough","7.77","109.557","0","false"
"2025-11-01","","Borough","7.17","92.1345","0","false"
"2025-11-01","","Borough","4.2","53.97","0","false"
"2025-11-01","","Borough","6.75","93.4875","0","false"
"2025-11-01","","Borough","6.52","90.302","0","false"
"2025-11-01","","Spitalfields","7","96.95","0","false"
"2025-11-01","","Spitalfields","7.25","93.1625","0","false"
"2025-11-01","","Spitalfields","7.38","94.833","0","true"
"2025-11-01","","Spitalfields","8","102.8","0","true"
"2025-11-01","","Covent Garden","8.15","112.8775","0","false"
"2025-11-01","","Covent Garden","8.3","114.955","0","false"
"2025-11-01","£34,000.00","Selfridges","8.58","0","140.25","false"
"2025-10-31","","Covent Garden","7.5","96.375","0","true"
"2025-10-31","","Covent Garden","4.9","69.09","0","false"
"2025-10-31","","Selfridges","6.28","86.978","0","false"
"2025-10-31","","Selfridges","6.9","97.29","0","false"
"2025-10-31","£28,808.00","JENKI CPU","8.08","0","111.908","false"
"2025-10-31","£28,808.00","JENKI CPU","6.15","0","85.17750000000001","false"
"2025-10-31","£28,808.00","JENKI CPU","8","0","110.8","false"
"2025-10-31","","Selfridges","8.37","115.9245","0","false"
"2025-10-31","","Selfridges","8.37","115.9245","0","false"
"2025-10-31","","Selfridges","7.2","99.72","0","false"
"2025-10-31","","Selfridges","7.5","103.875","0","false"
"2025-10-31","","Selfridges","7.12","91.492","0","false"
"2025-10-31","","Selfridges","6.33","81.3405","0","false"
"2025-10-31","","Selfridges","4.88","67.588","0","false"
"2025-10-31","","Covent Garden","8.4","107.94","0","false"
"2025-10-31","","Covent Garden","8.42","108.197","0","false"
"2025-10-31","","Covent Garden","2.28","29.298","0","false"
"2025-10-31","","Covent Garden","7.63","110.635","0","false"
"2025-10-31","£29,000.00","Spitalfields","8.5","0","118.50961538461539","false"
"2025-10-31","","Spitalfields","6.1","78.385","0","false"
"2025-10-31","","Spitalfields","8","110.8","0","false"
"2025-10-31","","Spitalfields","8.73","112.1805","0","false"
"2025-10-31","","Spitalfields","6.37","81.8545","0","false"
"2025-10-31","","Spitalfields","5.38","74.513","0","false"
"2025-10-31","£29,000.00","Borough","5.82","0","81.14423076923077","false"
"2025-10-31","","Borough","6.62","93.342","0","false"
"2025-10-31","","Borough","7.97","110.3845","0","false"
"2025-10-31","","Borough","6.22","79.927","0","false"
"2025-10-31","","Borough","7.38","102.213","0","false"
"2025-10-31","","Borough","7.78","107.753","0","false"
"2025-10-31","","Spitalfields","7.38","94.833","0","true"
"2025-10-31","£33,000.00","Covent Garden","8","0","126.92307692307693","false"
"2025-10-31","","Covent Garden","8.08","103.828","0","false"
"2025-10-31","£34,000.00","Selfridges","7","0","114.42307692307693","false"
"2025-10-30","","Spitalfields","8","112.8","0","true"
"2025-10-30","","Selfridges","6.37","88.2245","0","false"
"2025-10-30","","Selfridges","8.82","122.157","0","false"
"2025-10-30","","Selfridges","8.6","121.26","0","false"
"2025-10-30","","Selfridges","7.07","97.9195","0","false"
"2025-10-30","","Selfridges","7.08","90.978","0","false"
"2025-10-30","","Selfridges","7.23","100.1355","0","false"
"2025-10-30","","Selfridges","6.33","87.6705","0","false"
"2025-10-30","","Selfridges","6.07","77.9995","0","false"
"2025-10-30","","Spitalfields","6.25","80.3125","0","false"
"2025-10-30","","Spitalfields","8.02","111.077","0","false"
"2025-10-30","","Spitalfields","8.5","109.225","0","false"
"2025-10-30","","Spitalfields","9.02","115.907","0","false"
"2025-10-30","","Spitalfields","8","102.8","0","false"
"2025-10-30","","Spitalfields","7.53","104.2905","0","false"
"2025-10-30","","Spitalfields","5.75","79.6375","0","false"
"2025-10-30","","Covent Garden","7.83","108.4455","0","false"
"2025-10-30","","Covent Garden","6.53","83.9105","0","false"
"2025-10-30","","Covent Garden","8.22","119.19","0","false"
"2025-10-30","","Covent Garden","8.05","113.505","0","false"
"2025-10-30","£28,808.00","JENKI CPU","7.92","0","109.692","false"
"2025-10-30","£28,808.00","JENKI CPU","8.05","0","111.4925","false"
"2025-10-30","","JENKI CPU","8.5","117.725","0","false"
"2025-10-30","£28,808.00","JENKI CPU","8.02","0","111.077","false"
"2025-10-30","","Borough","5.5","77.55","0","false"
"2025-10-30","","Canary Wharf","7.75","99.5875","0","false"
"2025-10-30","","Borough","7.17","99.3045","0","false"
"2025-10-30","","Borough","8.58","110.253","0","false"
"2025-10-30","£33,000.00","Covent Garden","8","0","126.92307692307693","false"
"2025-10-30","","Covent Garden","8.58","118.833","0","false"
"2025-10-30","","Covent Garden","7.6","105.26","0","false"
"2025-10-30","£34,000.00","Selfridges","8.08","0","132.0769230769231","false"
"2025-10-30","£29,000.00","Selfridges","6.9","0","96.2019230769231","false"
"2025-10-29","£28,808.00","JENKI CPU","7.58","0","104.983","true"
"2025-10-29","","Covent Garden","7.5","108.75","0","true"
"2025-10-29","","Selfridges","6.43","89.0555","0","false"
"2025-10-29","","Selfridges","7.05","90.5925","0","false"
"2025-10-29","","Selfridges","8.38","107.683","0","false"
"2025-10-29","","Selfridges","8.13","112.6005","0","false"
"2025-10-29","","Selfridges","6.27","80.5695","0","false"
"2025-10-29","","Selfridges","7.47","105.327","0","false"
"2025-10-29","","Spitalfields","4.75","65.7875","0","false"
"2025-10-29","","Selfridges","6.2","85.87","0","false"
"2025-10-29","£28,808.00","JENKI CPU","8.28","0","114.67799999999998","false"
"2025-10-29","","JENKI CPU","8.43","116.7555","0","false"
"2025-10-29","£28,808.00","JENKI CPU","8.22","0","113.84700000000001","false"
"2025-10-29","","Spitalfields","8","112.8","0","true"
"2025-10-29","","Canary Wharf","8.75","112.4375","0","false"
"2025-10-29","","Spitalfields","8","110.8","0","false"
"2025-10-29","","Spitalfields","8.55","109.8675","0","false"
"2025-10-29","","Spitalfields","7.57","97.2745","0","false"
"2025-10-29","","Spitalfields","6.03","83.5155","0","false"
"2025-10-29","£29,000.00","Spitalfields","8","0","111.53846153846155","false"
"2025-10-29","","Covent Garden","7.9","101.515","0","false"
"2025-10-29","","Covent Garden","8.65","119.8025","0","false"
"2025-10-29","","Covent Garden","8.1","104.085","0","false"
"2025-10-29","£29,000.00","Borough","5.13","0","71.52403846153847","false"
"2025-10-29","","Borough","7.82","110.262","0","false"
"2025-10-29","","Borough","7.6","105.26","0","false"
"2025-10-29","","Borough","8.05","111.4925","0","false"
"2025-10-29","","Borough","8.78","112.823","0","false"
"2025-10-29","","Borough","6.75","93.4875","0","false"
"2025-10-29","","Spitalfields","5.75","73.8875","0","false"
"2025-10-29","£33,000.00","Covent Garden","8","0","126.92307692307693","false"
"2025-10-29","","Covent Garden","8.18","113.293","0","false"
"2025-10-29","","Covent Garden","6.52","83.782","0","false"
"2025-10-29","","Covent Garden","8.1","112.185","0","false"
"2025-10-29","£34,000.00","Selfridges","7.35","0","120.14423076923077","false"
"2025-10-29","£29,000.00","Selfridges","8.48","0","118.23076923076924","false"
"2025-10-28","£28,808.00","JENKI CPU","7.58","0","104.983","true"
"2025-10-28","","Covent Garden","7.5","108.75","0","true"
"2025-10-28","","Spitalfields","5.4","69.39","0","false"
"2025-10-28","","Spitalfields","5","64.25","0","false"
"2025-10-28","","Spitalfields","8.45","108.5825","0","false"
"2025-10-28","","Spitalfields","4.33","59.9705","0","false"
"2025-10-28","","Spitalfields","6.53","83.9105","0","false"
"2025-10-28","","Selfridges","6.17","86.997","0","false"
"2025-10-28","","Selfridges","7.03","97.3655","0","false"
"2025-10-28","","Selfridges","8.02","103.057","0","false"
"2025-10-28","","Selfridges","8.48","117.448","0","false"
"2025-10-28","","Selfridges","7.17","92.1345","0","false"
"2025-10-28","","Selfridges","7.25","100.4125","0","false"
"2025-10-28","","Spitalfields","4.25","58.8625","0","false"
"2025-10-28","","Selfridges","4.83","66.8955","0","false"
"2025-10-28","£28,808.00","JENKI CPU","8.03","0","111.21549999999999","false"
"2025-10-28","","JENKI CPU","7.77","107.6145","0","false"
"2025-10-28","£28,808.00","JENKI CPU","7.82","0","108.307","false"
"2025-10-28","","Spitalfields","8","112.8","0","true"
"2025-10-28","£29,000.00","Spitalfields","8.05","0","112.23557692307695","false"
"2025-10-28","£29,000.00","Spitalfields","2.5","0","34.85576923076923","false"
"2025-10-28","","Covent Garden","8.05","103.4425","0","false"
"2025-10-28","","Covent Garden","8.18","113.293","0","false"
"2025-10-28","","Covent Garden","7.68","106.368","0","false"
"2025-10-28","","Covent Garden","7.53","96.7605","0","false"
"2025-10-28","","Covent Garden","6.5","83.525","0","false"
"2025-10-28","","Covent Garden","8.6","121.26","0","false"
"2025-10-28","£29,000.00","Borough","6.47","0","90.20673076923077","false"
"2025-10-28","","Borough","6.67","94.047","0","false"
"2025-10-28","","Borough","6.02","83.377","0","false"
"2025-10-28","","Borough","7.63","98.0455","0","false"
"2025-10-28","","Borough","6.75","93.4875","0","false"
"2025-10-28","","Borough","6.75","93.4875","0","false"
"2025-10-28","","Spitalfields","8.53","109.6105","0","false"
"2025-10-28","£33,000.00","Covent Garden","8","0","126.92307692307693","false"
"2025-10-28","","Covent Garden","1.5","20.775","0","false"
"2025-10-28","","Covent Garden","1.5","19.275","0","false"
"2025-10-28","","Covent Garden","1.5","20.775","0","false"
"2025-10-28","","Canary Wharf","1.5","19.275","0","false"
"2025-10-28","£34,000.00","Selfridges","7.23","0","118.18269230769232","false"
"2025-10-28","£29,000.00","Selfridges","3.52","0","49.07692307692308","false"
"2025-10-27","£28,808.00","JENKI CPU","7.58","0","104.983","true"
"2025-10-27","","Covent Garden","7.5","108.75","0","true"
"2025-10-27","£27,560.00","JENKI CPU","7.97","0","105.60249999999999","false"
"2025-10-27","","Covent Garden","11.72","165.252","0","false"
"2025-10-27","","Covent Garden","6.55","84.1675","0","false"
"2025-10-27","","Covent Garden","8.73","120.9105","0","false"
"2025-10-27","","Covent Garden","8.33","115.3705","0","false"
"2025-10-27","","Covent Garden","8.18","105.113","0","false"
"2025-10-27","£28,808.00","JENKI CPU","8.02","0","111.077","false"
"2025-10-27","","JENKI CPU","8.05","111.4925","0","false"
"2025-10-27","","Canary Wharf","8","102.8","0","false"
"2025-10-27","","Spitalfields","5.7","73.245","0","false"
"2025-10-27","","Spitalfields","8.68","111.538","0","false"
"2025-10-27","","Spitalfields","8.25","106.0125","0","false"
"2025-10-27","","Spitalfields","7.8","108.03","0","false"
"2025-10-27","","Spitalfields","6.12","78.642","0","false"
"2025-10-27","","Selfridges","7.18","99.443","0","false"
"2025-10-27","","Selfridges","7.18","99.443","0","false"
"2025-10-27","","Selfridges","7.03","90.3355","0","false"
"2025-10-27","","Selfridges","7.2","101.52","0","false"
"2025-10-27","","Selfridges","8.37","107.5545","0","false"
"2025-10-27","","Selfridges","7.13","91.6205","0","false"
"2025-10-27","","Selfridges","7.28","100.828","0","false"
"2025-10-27","","Selfridges","7.18","99.443","0","false"
"2025-10-27","","Spitalfields","4.75","65.7875","0","false"
"2025-10-27","","Spitalfields","8","112.8","0","true"
"2025-10-27","£29,000.00","Spitalfields","8.8","0","122.69230769230771","false"
"2025-10-27","£29,000.00","Borough","8.17","0","113.90865384615385","false"
"2025-10-27","","Borough","7.05","97.6425","0","false"
"2025-10-27","","Borough","8.02","103.057","0","false"
"2025-10-27","","Borough","8.75","121.1875","0","false"
"2025-10-27","","Borough","7.8","108.03","0","false"
"2025-10-27","","Borough","7.1","98.335","0","false"
"2025-10-27","£33,000.00","Covent Garden","8","0","126.92307692307693","false"
"2025-10-27","£29,000.00","Selfridges","6.22","0","86.72115384615385","false"
"2025-10-26","£29,000.00","Spitalfields","4.05","0","56.46634615384615","false"
"2025-10-26","","Spitalfields","7","96.95","0","false"
"2025-10-26","","Spitalfields","8.42","108.197","0","false"
"2025-10-26","","Spitalfields","9.13","126.4505","0","false"
"2025-10-26","","Spitalfields","7.18","99.443","0","false"
"2025-10-26","","Spitalfields","6.8","94.18","0","false"
"2025-10-26","","Spitalfields","6.32","81.212","0","false"
"2025-10-26","","Spitalfields","5.53","71.0605","0","false"
"2025-10-26","","Selfridges","6.42","88.917","0","false"
"2025-10-26","","Selfridges","6.87","88.2795","0","false"
"2025-10-26","","Selfridges","6.88","95.288","0","false"
"2025-10-26","","Selfridges","7.23","92.9055","0","false"
"2025-10-26","","Borough","6.95","89.3075","0","false"
"2025-10-26","","Borough","8.52","109.482","0","false"
"2025-10-26","","Borough","6.77","93.7645","0","false"
"2025-10-26","","Borough","6.75","93.4875","0","false"
"2025-10-26","","Covent Garden","7.98","102.543","0","false"
"2025-10-26","","Covent Garden","8.02","103.057","0","false"
"2025-10-26","","Covent Garden","8.12","104.342","0","false"
"2025-10-26","","Covent Garden","7.67","106.2295","0","false"
"2025-10-26","","Covent Garden","5.63","77.9755","0","false"
"2025-10-26","","Covent Garden","6.68","94.188","0","false"
"2025-10-26","£29,000.00","Selfridges","6.37","0","88.81250000000001","false"
"2025-10-26","£29,000.00","Borough","7","0","97.59615384615385","false"
"2025-10-26","","Selfridges","5","75","0","false"
"2025-10-25","","Canary Wharf","7.67","98.5595","0","false"
"2025-10-25","","Canary Wharf","5.5","70.675","0","false"
"2025-10-25","","Spitalfields","8.17","113.1545","0","false"
"2025-10-25","","Spitalfields","7.1","91.235","0","false"
"2025-10-25","","Spitalfields","5.03","64.6355","0","false"
"2025-10-25","","Spitalfields","9.57","122.9745","0","false"
"2025-10-25","","Spitalfields","7.17","92.1345","0","false"
"2025-10-25","","Spitalfields","8.17","113.1545","0","false"
"2025-10-25","","Spitalfields","7.5","103.875","0","false"
"2025-10-25","","Spitalfields","4.68","60.138","0","false"
"2025-10-25","","Spitalfields","6.25","86.5625","0","false"
"2025-10-25","£29,000.00","Borough","8.55","0","119.20673076923079","false"
"2025-10-25","","Borough","6.65","93.765","0","false"
"2025-10-25","","Borough","7.1","91.235","0","false"
"2025-10-25","","Borough","7.33","101.5205","0","false"
"2025-10-25","","Borough","6.57","90.9945","0","false"
"2025-10-25","","Selfridges","8.5","117.725","0","false"
"2025-10-25","","Selfridges","6.82","87.637","0","false"
"2025-10-25","","Selfridges","8.18","113.293","0","false"
"2025-10-25","","Selfridges","8.18","113.293","0","false"
"2025-10-25","","Selfridges","8.02","103.057","0","false"
"2025-10-25","","Selfridges","7.27","93.4195","0","false"
"2025-10-25","","Selfridges","6.32","87.532","0","false"
"2025-10-25","","Selfridges","5.25","72.7125","0","false"
"2025-10-25","","Selfridges","6.32","87.532","0","false"
"2025-10-25","","Covent Garden","8","102.8","0","false"
"2025-10-25","","Covent Garden","7.85","108.7225","0","false"
"2025-10-25","","Covent Garden","8.12","104.342","0","false"
"2025-10-25","","Covent Garden","7.65","98.3025","0","false"
"2025-10-25","","Covent Garden","6.55","90.7175","0","false"
"2025-10-25","","Covent Garden","7.5","108.75","0","true"
"2025-10-25","","Covent Garden","8.72","122.952","0","false"
"2025-10-25","","Covent Garden","8.07","103.6995","0","false"
"2025-10-24","£29,000.00","Spitalfields","8","0","111.53846153846155","true"
"2025-10-24","£28,808.00","JENKI CPU","7.58","0","104.983","true"
"2025-10-24","","Borough","6.97","89.5645","0","true"
"2025-10-24","£27,560.00","JENKI CPU","7.47","0","98.97749999999999","false"
"2025-10-24","£28,808.00","JENKI CPU","7.9","0","109.415","false"
"2025-10-24","","Selfridges","6.13","84.9005","0","false"
"2025-10-24","","Selfridges","7.2","101.52","0","false"
"2025-10-24","","Selfridges","8.13","112.6005","0","false"
"2025-10-24","","Selfridges","8.33","107.0405","0","false"
"2025-10-24","","Selfridges","7.08","90.978","0","false"
"2025-10-24","","Selfridges","7.28","100.828","0","false"
"2025-10-24","","Selfridges","6.18","79.413","0","false"
"2025-10-24","","Selfridges","6.1","84.485","0","false"
"2025-10-24","","Canary Wharf","6.67","85.7095","0","false"
"2025-10-24","","Canary Wharf","6.25","80.3125","0","false"
"2025-10-24","","Spitalfields","4.75","65.7875","0","false"
"2025-10-24","","Spitalfields","8.2","105.37","0","false"
"2025-10-24","","Spitalfields","8.43","108.3255","0","false"
"2025-10-24","","Spitalfields","8.53","118.1405","0","false"
"2025-10-24","","Spitalfields","8.37","115.9245","0","false"
"2025-10-24","","Spitalfields","7.75","107.3375","0","false"
"2025-10-24","","Spitalfields","6.38","81.983","0","false"
"2025-10-24","","Spitalfields","6.08","78.128","0","false"
"2025-10-24","","Borough","7.75","109.275","0","false"
"2025-10-24","","Borough","7.17","99.3045","0","false"
"2025-10-24","","Borough","6.02","83.377","0","false"
"2025-10-24","","Borough","7.63","105.6755","0","false"
"2025-10-24","","Borough","6.72","86.352","0","false"
"2025-10-24","","Covent Garden","8.02","103.057","0","false"
"2025-10-24","","Covent Garden","8.6","110.51","0","false"
"2025-10-24","","Covent Garden","7.62","105.537","0","false"
"2025-10-24","","Covent Garden","6.52","83.782","0","false"
"2025-10-24","","Covent Garden","7.95","115.275","0","false"
"2025-10-24","","Covent Garden","8.05","113.505","0","false"
"2025-10-24","","Covent Garden","7.93","101.9005","0","false"
"2025-10-24","£34,000.00","Selfridges","7.12","0","116.38461538461539","false"
"2025-10-24","£33,000.00","Covent Garden","8","0","126.92307692307693","true"
"2025-10-23","£29,000.00","Spitalfields","8","0","111.53846153846155","true"
"2025-10-23","£28,808.00","JENKI CPU","7.58","0","104.983","true"
"2025-10-23","","Covent Garden","8","110.8","0","true"
"2025-10-23","","Borough","6.97","89.5645","0","true"
"2025-10-23","","Selfridges","6.32","87.532","0","false"
"2025-10-23","","Selfridges","8.05","103.4425","0","false"
"2025-10-23","","Selfridges","8.2","115.62","0","false"
"2025-10-23","","Selfridges","7.13","91.6205","0","false"
"2025-10-23","","Selfridges","4.68","64.818","0","false"
"2025-10-23","","Selfridges","5.92","81.992","0","false"
"2025-10-23","","Selfridges","7.07","90.8495","0","false"
"2025-10-23","","Selfridges","7.02","97.227","0","false"
"2025-10-23","£28,808.00","JENKI CPU","7.77","0","107.61449999999999","false"
"2025-10-23","£27,560.00","JENKI CPU","7.62","0","100.965","false"
"2025-10-23","","JENKI CPU","9.02","124.927","0","false"
"2025-10-23","","Spitalfields","5.92","83.472","0","false"
"2025-10-23","","Borough","8.17","113.1545","0","false"
"2025-10-23","","Spitalfields","8.97","115.2645","0","false"
"2025-10-23","","Spitalfields","8.35","107.2975","0","false"
"2025-10-23","","Spitalfields","8.25","114.2625","0","false"
"2025-10-23","","Spitalfields","7.75","107.3375","0","false"
"2025-10-23","","Spitalfields","6.27","80.5695","0","false"
"2025-10-23","£29,000.00","Borough","8.48","0","118.23076923076924","false"
"2025-10-23","","Borough","6.5","91.65","0","false"
"2025-10-23","","Borough","8.2","113.57","0","false"
"2025-10-23","","Borough","7.57","104.8445","0","false"
"2025-10-23","","Borough","6.63","91.8255","0","false"
"2025-10-23","","Covent Garden","5.02","69.527","0","false"
"2025-10-23","","Covent Garden","8.83","122.2955","0","false"
"2025-10-23","","Covent Garden","7.77","99.8445","0","false"
"2025-10-23","","Covent Garden","6.83","94.5955","0","false"
"2025-10-23","","Covent Garden","8","116","0","false"
"2025-10-23","","Covent Garden","8.07","113.787","0","false"
"2025-10-23","£34,000.00","Selfridges","8.75","0","143.02884615384616","false"
"2025-10-23","£29,000.00","Selfridges","6.43","0","89.64903846153847","false"
"2025-10-23","£33,000.00","Covent Garden","8","0","126.92307692307693","true"
"2025-10-22","£29,000.00","Spitalfields","8","0","111.53846153846155","true"
"2025-10-22","","Covent Garden","8","110.8","0","true"
"2025-10-22","","Borough","6.97","89.5645","0","true"
"2025-10-22","£27,560.00","JENKI CPU","7.53","0","99.77250000000001","false"
"2025-10-22","£28,808.00","JENKI CPU","7.65","0","105.9525","false"
"2025-10-22","£28,808.00","JENKI CPU","7.78","0","107.753","false"
"2025-10-22","","Selfridges","6.02","83.377","0","false"
"2025-10-22","","Selfridges","6.63","85.1955","0","false"
"2025-10-22","","Selfridges","7.03","97.3655","0","false"
"2025-10-22","","Selfridges","8.07","103.6995","0","false"
"2025-10-22","","Selfridges","8.25","114.2625","0","false"
"2025-10-22","","Selfridges","4.67","64.6795","0","false"
"2025-10-22","","Selfridges","7.03","90.3355","0","false"
"2025-10-22","","Selfridges","7.15","100.815","0","false"
"2025-10-22","","JENKI CPU","8.05","111.4925","0","false"
"2025-10-22","","Canary Wharf","7.92","101.772","0","false"
"2025-10-22","","Spitalfields","8.02","113.082","0","false"
"2025-10-22","","Spitalfields","8","110.8","0","false"
"2025-10-22","","Spitalfields","4.33","59.9705","0","false"
"2025-10-22","","Spitalfields","5.13","65.9205","0","false"
"2025-10-22","","Spitalfields","8.58","110.253","0","false"
"2025-10-22","","Spitalfields","8.92","114.622","0","false"
"2025-10-22","","Spitalfields","8.13","104.4705","0","false"
"2025-10-22","","Spitalfields","6.25","86.5625","0","false"
"2025-10-22","£29,000.00","Borough","6.98","0","97.31730769230771","false"
"2025-10-22","","Borough","8.17","113.1545","0","false"
"2025-10-22","","Borough","8.65","111.1525","0","false"
"2025-10-22","","Borough","6.78","93.903","0","false"
"2025-10-22","","Covent Garden","8.03","111.2155","0","false"
"2025-10-22","","Covent Garden","8.1","112.185","0","false"
"2025-10-22","","Covent Garden","7.57","97.2745","0","false"
"2025-10-22","","Covent Garden","7.32","103.212","0","false"
"2025-10-22","","Covent Garden","6.53","83.9105","0","false"
"2025-10-22","£34,000.00","Selfridges","8.05","0","131.58653846153848","false"
"2025-10-22","£29,000.00","Selfridges","7.38","0","102.89423076923077","false"
"2025-10-22","£33,000.00","Covent Garden","8","0","126.92307692307693","false"
"2025-10-21","£29,000.00","Spitalfields","8","0","111.53846153846155","true"
"2025-10-21","","Covent Garden","8","110.8","0","true"
"2025-10-21","","Selfridges","6","84.6","0","false"
"2025-10-21","","Selfridges","7.25","100.4125","0","false"
"2025-10-21","£27,560.00","JENKI CPU","7.67","0","101.6275","false"
"2025-10-21","£28,808.00","JENKI CPU","7.75","0","107.33749999999999","false"
"2025-10-21","£28,808.00","JENKI CPU","7.85","0","108.7225","false"
"2025-10-21","","Selfridges","7.77","107.6145","0","false"
"2025-10-21","","Selfridges","7.08","98.058","0","false"
"2025-10-21","","Selfridges","7.47","103.4595","0","false"
"2025-10-21","","Selfridges","7.25","93.1625","0","false"
"2025-10-21","","Selfridges","6.43","82.6255","0","false"
"2025-10-21","","Selfridges","4.9","67.865","0","false"
"2025-10-21","","Spitalfields","8","110.8","0","true"
"2025-10-21","","Spitalfields","8.32","117.312","0","false"
"2025-10-21","","Spitalfields","6","77.1","0","false"
"2025-10-21","","Spitalfields","8.73","112.1805","0","false"
"2025-10-21","","Spitalfields","7.5","103.875","0","false"
"2025-10-21","","Spitalfields","8.7","111.795","0","false"
"2025-10-21","","Spitalfields","7.85","108.7225","0","false"
"2025-10-21","","Spitalfields","6.22","79.927","0","false"
"2025-10-21","","Borough","7.17","99.3045","0","false"
"2025-10-21","","Borough","6.02","77.357","0","false"
"2025-10-21","","Borough","9.75","135.0375","0","false"
"2025-10-21","","Borough","7.8","108.03","0","false"
"2025-10-21","","Borough","6.92","95.842","0","false"
"2025-10-21","","Covent Garden","8.1","104.085","0","false"
"2025-10-21","","Covent Garden","7.73","107.0605","0","false"
"2025-10-21","","Covent Garden","8.47","122.815","0","false"
"2025-10-21","","Covent Garden","8.02","103.057","0","false"
"2025-10-21","£34,000.00","Selfridges","7.68","0","125.53846153846153","false"
"2025-10-21","£29,000.00","Selfridges","7","0","97.59615384615385","false"
"2025-10-21","£33,000.00","Covent Garden","8","0","126.92307692307693","false"
"2025-10-20","£29,000.00","Spitalfields","8","0","111.53846153846155","true"
"2025-10-20","","Covent Garden","8","110.8","0","true"
"2025-10-20","","JENKI CPU","8","110.8","0","false"
"2025-10-20","£28,808.00","JENKI CPU","7.05","0","97.6425","false"
"2025-10-20","£28,808.00","JENKI CPU","7.58","0","104.983","false"
"2025-10-20","£27,560.00","JENKI CPU","7.6","0","100.69999999999999","false"
"2025-10-20","","Selfridges","4.02","51.657","0","false"
"2025-10-20","","Selfridges","5.6","77.56","0","false"
"2025-10-20","","Selfridges","7.1","91.235","0","false"
"2025-10-20","","Selfridges","8.23","116.043","0","false"
"2025-10-20","","Selfridges","7.35","101.7975","0","false"
"2025-10-20","","Selfridges","5.25","72.7125","0","false"
"2025-10-20","","Spitalfields","4.75","65.7875","0","false"
"2025-10-20","","Spitalfields","7.52","106.032","0","false"
"2025-10-20","","Spitalfields","8.15","104.7275","0","false"
"2025-10-20","","Spitalfields","8.87","113.9795","0","false"
"2025-10-20","","Spitalfields","7.83","100.6155","0","false"
"2025-10-20","","Spitalfields","7.78","99.973","0","false"
"2025-10-20","","Spitalfields","6.43","82.6255","0","false"
"2025-10-20","£29,000.00","Borough","8.27","0","115.30288461538461","false"
"2025-10-20","","Borough","7.13","91.6205","0","false"
"2025-10-20","","Borough","7.97","110.3845","0","false"
