"Timesheet Date","Annual Salary","Location Name","Timesheet Total Time","Timesheet Number Cost","Annual Salaried Shift Cost","Is Leave"
"2025-09-29","","Selfridges","7.55","104.5699","0","false"
"2025-09-29","","Spitalfields","6.05","83.79","0","false"
"2025-09-29","","Canary Wharf","8","102.8","0","false"
"2025-09-28","","Covent Garden","8","110.8","0","true"
"2025-09-28","","Covent Garden","7.5","103.875","0","true"
"2025-09-28","","Selfridges","6.47","89.6095","0","false"
"2025-09-28","","Selfridges","3.67","50.8295","0","false"
"2025-09-28","","Selfridges","6.98","89.693","0","false"
"2025-09-28","£36,000.00","Borough","5.67","0","98.13461538461537","false"
"2025-09-28","","Spitalfields","7.07","97.9195","0","false"
"2025-09-28","","Spitalfields","8.23","105.7555","0","false"
"2025-09-28","","Spitalfields","9.17","127.0045","0","false"
"2025-09-28","","Spitalfields","7.67","106.2295","0","false"
"2025-09-28","£29,000.00","Selfridges","3.75","0","52.283653846153854","false"
"2025-09-28","","Spitalfields","6.48","83.268","0","false"
"2025-09-28","","Spitalfields","7.45","95.7325","0","false"
"2025-09-28","","Borough","6.75","95.175","0","false"
"2025-09-28","","Borough","7.28","100.828","0","false"
"2025-09-28","","Borough","8","110.8","0","false"
"2025-09-28","","Borough","8.8","113.08","0","false"
"2025-09-28","","Borough","7.28","93.548","0","false"
"2025-09-28","","Borough","6.82","94.457","0","false"
"2025-09-28","","Covent Garden","7.48","99.11","0","false"
"2025-09-28","","Covent Garden","8.53","109.6105","0","false"
"2025-09-28","","Covent Garden","8.05","103.4425","0","false"
"2025-09-28","","Canary Wharf","6.5","83.53","0","false"
"2025-09-28","","Selfridges","6.17","85.4545","0","false"
"2025-09-28","","Selfridges","6.7","86.1","0","false"
"2025-09-28","","Canary Wharf","4.08","52.43","0","false"
"2025-09-28","","Spitalfields","6.25","86.56","0","false"
"2025-09-28","","Canary Wharf","6.08","78.13","0","false"
"2025-09-28","","Selfridges","6.52","83.78","0","false"
"2025-09-27","","Covent Garden","8","110.8","0","true"
"2025-09-27","","Covent Garden","8","110.8","0","true"
"2025-09-27","","Covent Garden","7.5","103.875","0","true"
"2025-09-27","","Selfridges","8.5","117.725","0","false"
"2025-09-27","","Selfridges","6.35","81.5975","0","false"
"2025-09-27","","Selfridges","6.28","86.978","0","false"
"2025-09-27","","Selfridges","6.78","93.903","0","false"
"2025-09-27","","Selfridges","8.07","111.7695","0","false"
"2025-09-27","","Spitalfields","8","112.8","0","false"
"2025-09-27","","Selfridges","8.17","113.1545","0","false"
"2025-09-27","","Spitalfields","7.37","94.7045","0","false"
"2025-09-27","","Spitalfields","8.2","113.57","0","false"
"2025-09-27","","Spitalfields","9.05","125.3425","0","false"
"2025-09-27","","Spitalfields","8.58","118.833","0","false"
"2025-09-27","","Spitalfields","6.47","89.6095","0","false"
"2025-09-27","£29,000.00","Borough","2","0","27.884615384615387","false"
"2025-09-27","","Borough","6.53","92.073","0","false"
"2025-09-27","","Borough","8.65","119.8025","0","false"
"2025-09-27","","Borough","7.53","104.2905","0","false"
"2025-09-27","","Borough","6.58","84.553","0","false"
"2025-09-27","","Spitalfields","7.53","96.7605","0","false"
"2025-09-27","£34,000.00","Selfridges","6.58","0","107.5576923076923","false"
"2025-09-27","£33,000.00","Covent Garden","7.5","0","118.99038461538463","false"
"2025-09-27","","Covent Garden","8.53","118.1405","0","false"
"2025-09-27","","Covent Garden","8.47","108.8395","0","false"
"2025-09-27","","Covent Garden","5.97","79.1025","0","false"
"2025-09-27","","Covent Garden","6.62","91.687","0","false"
"2025-09-27","","Covent Garden","6.35","87.9475","0","false"
"2025-09-27","","Covent Garden","9.78","141.81","0","false"
"2025-09-27","","Canary Wharf","8.17","104.98","0","false"
"2025-09-27","","Selfridges","8.32","106.91","0","false"
"2025-09-27","","Canary Wharf","6.08","78.13","0","false"
"2025-09-27","","Canary Wharf","16.17","207.7899","0","false"
"2025-09-27","","Canary Wharf","16.17","207.7899","0","false"
"2025-09-26","","Spitalfields","8","110.8","0","true"
"2025-09-26","£36,000.00","Borough","8","0","138.46153846153845","true"
"2025-09-26","","Borough","8","110.8","0","true"
"2025-09-26","","Selfridges","8.12","104.342","0","false"
"2025-09-26","","Selfridges","2.22","30.747","0","false"
"2025-09-26","","Selfridges","7.33","101.5205","0","false"
"2025-09-26","","Selfridges","8.45","119.145","0","false"
"2025-09-26","","Selfridges","5.77","79.9145","0","false"
"2025-09-26","","Spitalfields","8.25","116.325","0","false"
"2025-09-26","","Spitalfields","8.6","110.51","0","false"
"2025-09-26","","Spitalfields","6.57","84.4245","0","false"
"2025-09-26","","Spitalfields","8.02","111.077","0","false"
"2025-09-26","","Spitalfields","8.67","120.0795","0","false"
"2025-09-26","£29,000.00","Borough","7.52","0","104.84615384615385","false"
"2025-09-26","","Borough","7.72","108.852","0","false"
"2025-09-26","","Borough","7.18","99.443","0","false"
"2025-09-26","","Borough","7.77","107.6145","0","false"
"2025-09-26","","Borough","6.83","94.5955","0","false"
"2025-09-26","","Spitalfields","8.17","104.9845","0","false"
"2025-09-26","","Spitalfields","7.33","94.1905","0","false"
"2025-09-26","£34,000.00","Selfridges","7.32","0","119.65384615384616","false"
"2025-09-26","","Covent Garden","7.5","96.375","0","true"
"2025-09-26","","Covent Garden","8.52","118.002","0","false"
"2025-09-26","","Covent Garden","8.48","117.448","0","false"
"2025-09-26","","Covent Garden","8.15","118.175","0","false"
"2025-09-26","","Covent Garden","7.2","92.52","0","false"
"2025-09-26","","Covent Garden","9.52","122.332","0","false"
"2025-09-26","£27,560.00","JENKI CPU","7.38","0","97.785","false"
"2025-09-26","£28,808.00","JENKI CPU","7.23","0","100.13550000000001","false"
"2025-09-26","£28,808.00","JENKI CPU","7.38","0","102.213","false"
"2025-09-26","£32,000.00","JENKI CPU","8","0","123.07692307692307","false"
"2025-09-26","","Canary Wharf","6.75","86.74","0","false"
"2025-09-26","","Selfridges","7.42","102.767","0","false"
"2025-09-26","","Selfridges","8.6","119.11","0","false"
"2025-09-26","","Selfridges","8.43","108.33","0","false"
"2025-09-26","","Canary Wharf","4.33","55.64","0","false"
"2025-09-26","","Spitalfields","4.67","64.68","0","false"
"2025-09-26","","Canary Wharf","6","77.1","0","false"
"2025-09-25","","Spitalfields","8","110.8","0","true"
"2025-09-25","£28,808.00","JENKI CPU","7.57","0","104.8445","true"
"2025-09-25","£36,000.00","Borough","8","0","138.46153846153845","true"
"2025-09-25","","Borough","8","110.8","0","true"
"2025-09-25","£27,560.00","JENKI CPU","7.87","0","104.2775","false"
"2025-09-25","","JENKI CPU","7.87","108.9995","0","false"
"2025-09-25","£28,808.00","JENKI CPU","7.85","0","108.7225","false"
"2025-09-25","£32,000.00","JENKI CPU","8.08","0","124.30769230769229","false"
"2025-09-25","","Selfridges","4.97","68.8345","0","false"
"2025-09-25","","Selfridges","4.42","61.217","0","false"
"2025-09-25","","Selfridges","7.2","99.72","0","false"
"2025-09-25","","Selfridges","8.12","112.462","0","false"
"2025-09-25","","Selfridges","8.08","113.928","0","false"
"2025-09-25","","Selfridges","6.63","91.8255","0","false"
"2025-09-25","","Spitalfields","8","112.8","0","false"
"2025-09-25","","Spitalfields","7.33","94.1905","0","false"
"2025-09-25","","Spitalfields","6.45","82.8825","0","false"
"2025-09-25","","Spitalfields","8.57","110.1245","0","false"
"2025-09-25","","Spitalfields","8.65","119.8025","0","false"
"2025-09-25","","Spitalfields","8.18","105.113","0","false"
"2025-09-25","","Spitalfields","4.8","66.48","0","false"
"2025-09-25","£29,000.00","Borough","8.6","0","119.90384615384616","false"
"2025-09-25","","Borough","6.28","86.978","0","false"
"2025-09-25","","Borough","7.52","104.152","0","false"
"2025-09-25","","Borough","6.7","92.795","0","false"
"2025-09-25","","Borough","6.67","85.7095","0","false"
"2025-09-25","","Borough","6.13","78.7705","0","false"
"2025-09-25","£34,000.00","Selfridges","8.12","0","132.73076923076923","false"
"2025-09-25","£29,000.00","Selfridges","8.12","0","113.21153846153845","false"
"2025-09-25","£33,000.00","Covent Garden","8.5","0","134.85576923076925","false"
"2025-09-25","","Covent Garden","8.82","122.157","0","false"
"2025-09-25","","Covent Garden","8.03","111.2155","0","false"
"2025-09-25","","Covent Garden","7.62","105.537","0","false"
"2025-09-25","","Covent Garden","7.75","112.375","0","false"
"2025-09-25","","Selfridges","6.33","81.34","0","false"
"2025-09-25","","Selfridges","8.42","108.2","0","false"
"2025-09-25","","Canary Wharf","4.17","53.58","0","false"
"2025-09-25","","Spitalfields","8.07","111.77","0","false"
"2025-09-24","","Spitalfields","8","110.8","0","true"
"2025-09-24","£28,808.00","JENKI CPU","7.57","0","104.8445","true"
"2025-09-24","£36,000.00","Borough","8","0","138.46153846153845","true"
"2025-09-24","","Borough","8","110.8","0","true"
"2025-09-24","£27,560.00","JENKI CPU","8.15","0","107.98750000000001","false"
"2025-09-24","","JENKI CPU","8.22","113.847","0","false"
"2025-09-24","£32,000.00","JENKI CPU","8.37","0","128.76923076923075","false"
"2025-09-24","£28,808.00","JENKI CPU","8.08","0","111.908","false"
"2025-09-24","","Selfridges","4.9","67.865","0","false"
"2025-09-24","","Selfridges","6.27","80.5695","0","false"
"2025-09-24","","Selfridges","8.2","113.57","0","false"
"2025-09-24","","Selfridges","6.87","95.1495","0","false"
"2025-09-24","","Selfridges","8.3","117.03","0","false"
"2025-09-24","","Selfridges","6.42","88.917","0","false"
"2025-09-24","","Spitalfields","6.37","89.817","0","false"
"2025-09-24","","Spitalfields","8.42","108.197","0","false"
"2025-09-24","","Spitalfields","8.05","103.4425","0","false"
"2025-09-24","","Spitalfields","8.82","113.337","0","false"
"2025-09-24","","Spitalfields","7.95","102.1575","0","false"
"2025-09-24","","Borough","7.42","95.347","0","false"
"2025-09-24","","Spitalfields","6.48","89.748","0","false"
"2025-09-24","£29,000.00","Borough","7.25","0","101.08173076923077","false"
"2025-09-24","","Borough","0.97","13.677","0","false"
"2025-09-24","","Borough","7.22","99.997","0","false"
"2025-09-24","","Borough","6.08","84.208","0","false"
"2025-09-24","","Borough","7.57","104.8445","0","false"
"2025-09-24","","Borough","0.85","11.7725","0","false"
"2025-09-24","","Borough","6.57","84.4245","0","false"
"2025-09-24","£34,000.00","Selfridges","9.18","0","150.05769230769232","false"
"2025-09-24","£29,000.00","Selfridges","9","0","125.48076923076924","false"
"2025-09-24","£33,000.00","Covent Garden","8","0","126.92307692307693","false"
"2025-09-24","","Covent Garden","7.13","98.7505","0","false"
"2025-09-24","","Covent Garden","3.53","45.3605","0","false"
"2025-09-24","","Covent Garden","6.53","90.4405","0","false"
"2025-09-24","","Covent Garden","8.52","118.002","0","false"
"2025-09-24","","Covent Garden","8.22","119.19","0","false"
"2025-09-24","","Selfridges","12","180","0","false"
"2025-09-24","","Selfridges","12","166.2","0","false"
"2025-09-24","","Selfridges","7.97","102.41","0","false"
"2025-09-24","","Selfridges","6.78","87.12","0","false"
"2025-09-24","","Canary Wharf","5.17","66.43","0","false"
"2025-09-24","","Spitalfields","9.75","135.04","0","false"
"2025-09-24","","Spitalfields","8","102.8","0","false"
"2025-09-23","","Spitalfields","8","110.8","0","true"
"2025-09-23","£36,000.00","Borough","8","0","138.46153846153845","true"
"2025-09-23","£28,808.00","JENKI CPU","7.82","0","108.307","false"
"2025-09-23","£28,808.00","JENKI CPU","7.92","0","109.692","false"
"2025-09-23","","JENKI CPU","7.55","104.5675","0","false"
"2025-09-23","£27,560.00","JENKI CPU","7.7","0","102.025","false"
"2025-09-23","£32,000.00","JENKI CPU","8.28","0","127.38461538461536","false"
"2025-09-23","","Borough","6.05","83.7925","0","false"
"2025-09-23","","Borough","7.73","99.3305","0","false"
"2025-09-23","","Borough","6.58","92.778","0","false"
"2025-09-23","","Borough","7.72","106.922","0","false"
"2025-09-23","","Borough","6.65","85.4525","0","false"
"2025-09-23","","Selfridges","5","69.25","0","false"
"2025-09-23","","Selfridges","8.03","103.1855","0","false"
"2025-09-23","","Selfridges","7.25","100.4125","0","false"
"2025-09-23","","Selfridges","7.25","100.4125","0","false"
"2025-09-23","","Selfridges","7.13","98.7505","0","false"
"2025-09-23","","Selfridges","8.22","113.847","0","false"
"2025-09-23","","Selfridges","8.32","115.232","0","false"
"2025-09-23","","Selfridges","5.93","83.613","0","false"
"2025-09-23","","Spitalfields","6","84.6","0","false"
"2025-09-23","","Spitalfields","8.05","103.4425","0","false"
"2025-09-23","","Spitalfields","6","77.1","0","false"
"2025-09-23","","Spitalfields","8.5","109.225","0","false"
"2025-09-23","","Spitalfields","8.58","110.253","0","false"
"2025-09-23","","Spitalfields","7.38","94.833","0","false"
"2025-09-23","","Selfridges","6.63","91.8255","0","false"
"2025-09-23","£29,000.00","Borough","8.58","0","119.62500000000001","false"
"2025-09-23","£34,000.00","Selfridges","8","0","130.76923076923077","false"
"2025-09-23","£29,000.00","Selfridges","7.87","0","109.72596153846155","false"
"2025-09-23","£33,000.00","Covent Garden","8","0","126.92307692307693","false"
"2025-09-23","","Covent Garden","9.02","124.927","0","false"
"2025-09-23","","Covent Garden","7.18","99.443","0","false"
"2025-09-23","","Covent Garden","7.63","98.0455","0","false"
"2025-09-23","","Covent Garden","2.27","29.1695","0","false"
"2025-09-23","","Covent Garden","6.32","81.212","0","false"
"2025-09-23","","Selfridges","12","180","0","false"
"2025-09-23","","Selfridges","12","166.2","0","false"
"2025-09-23","","Selfridges","6.47","83.14","0","false"
"2025-09-23","","Spitalfields","8.62","119.39","0","false"
"2025-09-23","","Canary Wharf","4.17","53.58","0","false"
"2025-09-22","","Spitalfields","8","110.8","0","true"
"2025-09-22","","EVENTS","8","120","0","true"
"2025-09-22","","Covent Garden","7.93","109.8305","0","false"
"2025-09-22","","Covent Garden","7.02","90.207","0","false"
"2025-09-22","","Covent Garden","7.65","110.925","0","false"
"2025-09-22","","Covent Garden","7.65","105.9525","0","false"
"2025-09-22","","Covent Garden","8.22","113.847","0","false"
"2025-09-22","","Covent Garden","6.03","77.4855","0","false"
"2025-09-22","","Covent Garden","8.15","112.8775","0","false"
"2025-09-22","£28,808.00","JENKI CPU","7.73","0","107.0605","false"
"2025-09-22","","JENKI CPU","7.97","110.3845","0","false"
"2025-09-22","£28,808.00","JENKI CPU","7.78","0","107.753","false"
"2025-09-22","£27,560.00","JENKI CPU","7.83","0","103.7475","false"
"2025-09-22","£32,000.00","JENKI CPU","8.32","0","128","false"
"2025-09-22","","Borough","6.02","77.357","0","false"
"2025-09-22","","Borough","6.92","97.572","0","false"
"2025-09-22","","Borough","7.7","106.645","0","false"
"2025-09-22","","Borough","7.65","105.9525","0","false"
"2025-09-22","","Borough","6.67","92.3795","0","false"
"2025-09-22","","Selfridges","6.97","98.277","0","false"
"2025-09-22","","Selfridges","6","83.1","0","false"
"2025-09-22","","Selfridges","7.45","103.1825","0","false"
"2025-09-22","","Selfridges","7.93","109.8305","0","false"
"2025-09-22","","Selfridges","8.22","113.847","0","false"
"2025-09-22","","Selfridges","7.1","98.335","0","false"
"2025-09-22","","Selfridges","7.32","101.382","0","false"
"2025-09-22","","Selfridges","4.85","67.1725","0","false"
"2025-09-22","","Spitalfields","6.08","78.128","0","false"
"2025-09-22","","Spitalfields","8.52","109.482","0","false"
"2025-09-22","","Spitalfields","6.65","85.4525","0","false"
"2025-09-22","","Spitalfields","8.93","114.7505","0","false"
"2025-09-22","","Spitalfields","8.33","107.0405","0","false"
"2025-09-22","","Spitalfields","7.85","100.8725","0","false"
"2025-09-22","£29,000.00","Borough","8","0","111.53846153846155","false"
"2025-09-22","£29,000.00","Selfridges","6.15","0","85.74519230769232","false"
"2025-09-22","£33,000.00","Covent Garden","8","0","126.92307692307693","false"
"2025-09-22","","Canary Wharf","6.72","86.35","0","false"
"2025-09-22","","Selfridges","7.27","93.42","0","false"
"2025-09-22","","Spitalfields","7.55","104.5699","0","false"
"2025-09-22","","Canary Wharf","5","64.25","0","false"
"2025-09-21","","EVENTS","8","120","0","true"
"2025-09-21","","Selfridges","6.82","94.457","0","false"
"2025-09-21","","Spitalfields","9.32","129.082","0","false"
"2025-09-21","£29,000.00","Borough","8.67","0","120.87980769230771","false"
"2025-09-21","","Borough","8.07","111.7695","0","false"
"2025-09-21","","Borough","7","96.95","0","false"
"2025-09-21","","Borough","7.6","97.66","0","false"
"2025-09-21","","Spitalfields","7.47","95.9895","0","false"
"2025-09-21","","Selfridges","7.12","98.612","0","false"
"2025-09-21","","Covent Garden","7.73","99.3305","0","false"
"2025-09-21","","Covent Garden","6.48","89.748","0","false"
"2025-09-21","","Covent Garden","6.18","79.413","0","false"
"2025-09-21","","Covent Garden","6.7","92.795","0","false"
"2025-09-21","","Covent Garden","5.07","65.1495","0","false"
"2025-09-21","","Covent Garden","7.48","103.598","0","false"
"2025-09-21","£36,000.00","Borough","7.5","0","129.8076923076923","false"
"2025-09-21","","Selfridges","3.32","45.9799","0","false"
"2025-09-21","","Spitalfields","7.45","95.73","0","false"
"2025-09-21","","Selfridges","6.53","90.44","0","false"
"2025-09-21","","Spitalfields","7.57","97.27","0","false"
"2025-09-21","","Borough","6.57","84.42","0","false"
"2025-09-21","","Selfridges","7.35","101.8","0","false"
"2025-09-21","","Selfridges","10.5","157.5","0","false"
"2025-09-21","","Borough","8.02","111.08","0","false"
"2025-09-21","","Borough","2.13","29.5","0","false"
"2025-09-21","","Covent Garden","5.58","77.28","0","false"
"2025-09-21","","Selfridges","6.18","85.59","0","false"
"2025-09-21","","Selfridges","7.05","90.59","0","false"
"2025-09-20","","Spitalfields","8","110.8","0","true"
"2025-09-20","","EVENTS","8","120","0","true"
"2025-09-20","","Selfridges","8","102.8","0","false"
"2025-09-20","","Selfridges","7.97","110.3845","0","false"
"2025-09-20","","Spitalfields","7.42","95.347","0","false"
"2025-09-20","","Spitalfields","7.9","109.415","0","false"
"2025-09-20","","Selfridges","8.85","122.5725","0","false"
"2025-09-20","","Spitalfields","7.03","97.3655","0","false"
"2025-09-20","£29,000.00","Borough","7.07","0","98.5721153846154","false"
"2025-09-20","","Borough","6.58","91.133","0","false"
"2025-09-20","","Borough","6.8","87.38","0","false"
"2025-09-20","","Canary Wharf","8.05","103.4425","0","false"
"2025-09-20","","Covent Garden","7.45","95.7325","0","false"
"2025-09-20","","Covent Garden","8.65","119.8025","0","false"
"2025-09-20","","Covent Garden","7.13","98.7505","0","false"
"2025-09-20","","Covent Garden","7.12","91.492","0","false"
"2025-09-20","","Covent Garden","6.98","96.673","0","false"
"2025-09-20","£34,000.00","Selfridges","7.37","0","120.47115384615385","false"
"2025-09-20","£29,000.00","Selfridges","8.5","0","118.50961538461539","false"
"2025-09-20","","Selfridges","5.28","73.13","0","false"
"2025-09-20","","Selfridges","5.93","82.13","0","false"
"2025-09-20","","Selfridges","8.48","117.45","0","false"
"2025-09-20","","Selfridges","4","55.4","0","false"
"2025-09-20","","Borough","7.85","108.72","0","false"
"2025-09-20","","Borough","3.82","52.91","0","false"
"2025-09-20","","Borough","6.07","84.0699","0","false"
"2025-09-20","","Covent Garden","5.93","82.13","0","false"
"2025-09-20","","Selfridges","8.05","111.49","0","false"
"2025-09-20","","Spitalfields","8.15","104.73","0","false"
"2025-09-20","","Borough","6.78","95.6","0","false"
"2025-09-19","","EVENTS","8","120","0","true"
"2025-09-19","","Canary Wharf","6","77.1","0","false"
"2025-09-19","","Selfridges","7.25","100.4125","0","false"
"2025-09-19","","Selfridges","7.28","100.828","0","false"
"2025-09-19","","Selfridges","6.95","96.2575","0","false"
"2025-09-19","","Spitalfields","7.47","95.9895","0","false"
"2025-09-19","","Spitalfields","7.92","111.672","0","false"
"2025-09-19","","Spitalfields","7.87","108.9995","0","false"
"2025-09-19","","Borough","6.7","86.095","0","false"
"2025-09-19","","Borough","7.73","107.0605","0","false"
"2025-09-19","","Covent Garden","7.68","111.36","0","false"
"2025-09-19","","Covent Garden","8.07","103.6995","0","false"
"2025-09-19","","Covent Garden","8.53","118.1405","0","false"
"2025-09-19","","Covent Garden","7.22","92.777","0","false"
"2025-09-19","","Covent Garden","8.08","111.908","0","false"
"2025-09-19","£34,000.00","Selfridges","7.93","0","129.625","false"
"2025-09-19","£33,000.00","Covent Garden","8","0","126.92307692307693","false"
"2025-09-19","£28,808.00","JENKI CPU","7.48","0","103.598","false"
"2025-09-19","£28,808.00","JENKI CPU","7.63","0","105.6755","false"
"2025-09-19","£32,000.00","JENKI CPU","8","0","123.07692307692307","false"
"2025-09-19","£27,560.00","JENKI CPU","7.57","0","100.30250000000001","false"
"2025-09-19","","Selfridges","7.58","104.98","0","false"
"2025-09-19","","Spitalfields","8.45","108.58","0","false"
"2025-09-19","","Borough","7.67","98.56","0","false"
"2025-09-19","","Selfridges","5.02","69.53","0","false"
"2025-09-19","","Spitalfields","8.88","114.11","0","false"
"2025-09-19","","Selfridges","7.38","102.2099","0","false"
"2025-09-19","","Borough","6.73","93.2099","0","false"
"2025-09-19","","Selfridges","6.23","87.84","0","false"
"2025-09-19","","Spitalfields","7.75","99.59","0","false"
"2025-09-19","","Spitalfields","6.22","79.93","0","false"
"2025-09-19","","Borough","7.1","100.11","0","false"
"2025-09-19","","Spitalfields","9.27","119.12","0","false"
"2025-09-19","","Selfridges","5.75","73.89","0","false"
"2025-09-19","","Selfridges","7.12","91.49","0","false"
"2025-09-19","","Selfridges","7.13","98.75","0","false"
"2025-09-18","","EVENTS","8","120","0","true"
"2025-09-18","","JENKI CPU","7.77","107.6145","0","false"
"2025-09-18","£28,808.00","JENKI CPU","7.6","0","105.25999999999999","false"
"2025-09-18","£28,808.00","JENKI CPU","7.55","0","104.5675","false"
"2025-09-18","","Spitalfields","8.65","119.8025","0","false"
"2025-09-18","","Selfridges","7.17","99.3045","0","false"
"2025-09-18","","Spitalfields","6.17","86.997","0","false"
"2025-09-18","","Covent Garden","7.67","111.215","0","false"
"2025-09-18","","Covent Garden","6.43","89.0555","0","false"
"2025-09-18","","Covent Garden","6.55","90.7175","0","false"
"2025-09-18","","Covent Garden","7.08","98.058","0","false"
"2025-09-18","","Covent Garden","7.15","91.8775","0","false"
"2025-09-18","","Covent Garden","6.13","84.9005","0","false"
"2025-09-18","","Spitalfields","6.25","86.5625","0","false"
"2025-09-18","","Selfridges","6.32","81.212","0","false"
"2025-09-18","","Spitalfields","6.6","84.81","0","false"
"2025-09-18","£29,000.00","Spitalfields","7.75","0","108.05288461538463","false"
"2025-09-18","£29,000.00","Borough","6.63","0","92.4375","false"
"2025-09-18","","Borough","6","77.1","0","false"
"2025-09-18","","Borough","6.12","84.762","0","false"
"2025-09-18","£34,000.00","Selfridges","8.43","0","137.79807692307693","false"
"2025-09-18","£29,000.00","Selfridges","8.02","0","111.8173076923077","false"
"2025-09-18","£33,000.00","Covent Garden","8","0","126.92307692307693","false"
"2025-09-18","£32,000.00","JENKI CPU","7.85","0","120.76923076923076","false"
"2025-09-18","£27,560.00","JENKI CPU","5.22","0","69.16499999999999","false"
"2025-09-18","","Selfridges","6.27","86.84","0","false"
"2025-09-18","","Selfridges","4.98","68.97","0","false"
"2025-09-18","","Selfridges","8.15","112.88","0","false"
"2025-09-18","","Borough","6.7","86.1","0","false"
"2025-09-18","","Spitalfields","8.28","106.4","0","false"
"2025-09-18","","Selfridges","7.33","101.52","0","false"
"2025-09-18","","Borough","7.68","106.37","0","false"
"2025-09-18","","Selfridges","7.33","101.52","0","false"
"2025-09-18","","Borough","6.72","93.0699","0","false"
"2025-09-18","","Borough","4.75","65.79","0","false"
"2025-09-18","","Selfridges","7.13","100.53","0","false"
"2025-09-18","","Spitalfields","8.63","110.9","0","false"
"2025-09-18","","Selfridges","6.25","86.56","0","false"
"2025-09-18","","Borough","7.02","98.98","0","false"
"2025-09-18","","Spitalfields","8.17","104.98","0","false"
"2025-09-18","","Spitalfields","8","110.8","0","true"
"2025-09-18","","Selfridges","6","77.1","0","false"
"2025-09-18","","Selfridges","8.48","117.45","0","false"
"2025-09-17","£32,000.00","JENKI CPU","7.5","0","115.38461538461537","true"
"2025-09-17","","EVENTS","8","120","0","true"
"2025-09-17","£28,808.00","JENKI CPU","8","0","110.8","true"
"2025-09-17","£27,560.00","JENKI CPU","7.78","0","103.08500000000001","false"
"2025-09-17","£28,808.00","JENKI CPU","7.82","0","108.307","false"
"2025-09-17","","JENKI CPU","7.9","109.415","0","false"
"2025-09-17","","Covent Garden","7.73","107.0605","0","false"
"2025-09-17","","Covent Garden","8.68","120.218","0","false"
"2025-09-17","","Covent Garden","6.72","93.072","0","false"
"2025-09-17","","Covent Garden","8.22","119.19","0","false"
"2025-09-17","","Covent Garden","8.05","103.4425","0","false"
"2025-09-17","","Selfridges","6.12","84.762","0","false"
"2025-09-17","","Selfridges","6.8","94.18","0","false"
"2025-09-17","","Selfridges","6.97","89.5645","0","false"
"2025-09-17","","Spitalfields","8.62","121.542","0","false"
"2025-09-17","£29,000.00","Spitalfields","7.32","0","102.05769230769232","false"
"2025-09-17","£29,000.00","Borough","7.13","0","99.40865384615385","false"
"2025-09-17","","Borough","6.88","95.288","0","false"
"2025-09-17","£34,000.00","Selfridges","8.25","0","134.85576923076923","false"
"2025-09-17","£36,000.00","Borough","9.5","0","164.4230769230769","false"
"2025-09-17","£33,000.00","Covent Garden","8","0","126.92307692307693","false"
"2025-09-17","","Selfridges","8.12","112.46","0","false"
"2025-09-17","","Selfridges","6.45","89.33","0","false"
"2025-09-17","","Spitalfields","8.25","106.01","0","false"
"2025-09-17","","Selfridges","6.48","89.75","0","false"
"2025-09-17","","Borough","6.67","85.7099","0","false"
"2025-09-17","","Borough","7.77","107.61","0","false"
"2025-09-17","","Borough","7.18","99.44","0","false"
"2025-09-17","","Borough","7.65","105.95","0","false"
"2025-09-17","","Selfridges","7.42","104.62","0","false"
"2025-09-17","","Spitalfields","8.57","110.12","0","false"
"2025-09-17","","Selfridges","7.43","102.91","0","false"
"2025-09-17","","Selfridges","8.08","111.91","0","false"
"2025-09-17","","Spitalfields","7.9","101.52","0","false"
"2025-09-17","","Spitalfields","8","110.8","0","true"
"2025-09-17","","Selfridges","5.85","75.17","0","false"
"2025-09-16","£55,000.00","JENKI CPU","8.37","0","221.32211538461533","true"
"2025-09-16","","EVENTS","8","120","0","true"
"2025-09-16","£28,808.00","JENKI CPU","7.9","0","109.415","false"
"2025-09-16","£27,560.00","JENKI CPU","7.83","0","103.7475","false"
"2025-09-16","","JENKI CPU","7.63","105.6755","0","false"
"2025-09-16","£28,808.00","JENKI CPU","7.83","0","108.4455","false"
"2025-09-16","£32,000.00","JENKI CPU","8.27","0","127.23076923076921","false"
"2025-09-16","","Covent Garden","8.28","114.678","0","false"
"2025-09-16","","Covent Garden","8.4","116.34","0","false"
"2025-09-16","","Covent Garden","7.48","103.598","0","false"
"2025-09-16","","Covent Garden","6.53","90.4405","0","false"
"2025-09-16","","Covent Garden","8.28","120.06","0","false"
"2025-09-16","","Spitalfields","7.27","102.507","0","false"
"2025-09-16","£29,000.00","Borough","6.88","0","95.92307692307693","false"
"2025-09-16","£34,000.00","Selfridges","8.8","0","143.84615384615387","false"
"2025-09-16","£29,000.00","Selfridges","8.05","0","112.23557692307695","false"
"2025-09-16","£33,000.00","Covent Garden","8","0","126.92307692307693","false"
"2025-09-16","","Selfridges","8.02","111.08","0","false"
"2025-09-16","","Spitalfields","7.93","101.9","0","false"
"2025-09-16","","Selfridges","7.43","102.91","0","false"
"2025-09-16","","Selfridges","5","69.25","0","false"
"2025-09-16","","Spitalfields","8.7","111.8","0","false"
"2025-09-16","","Selfridges","8.15","112.88","0","false"
"2025-09-16","","Borough","7.5","103.88","0","false"
"2025-09-16","","Selfridges","7.33","101.52","0","false"
"2025-09-16","","Borough","10.18","140.99","0","false"
"2025-09-16","","Borough","7.25","100.41","0","false"
"2025-09-16","","Selfridges","5.23","73.74","0","false"
