Row Type,Parent Product Class,Class,Name,Product Category,Product Subcategory,Parent Product,Qty,Weight,Total Sales,COGS
Product,,Unknown Class,ICED Hojicha Latte,ITEM,,,11,0.0,49.60000000000001,0.0
Product,,Unknown Class,HOT Hojicha Latte,ITEM,,,3,0.0,13.5,0.0
Product,,Unknown Class,ICED London Fog Matcha Latte,ITEM,,,33,0.0,188.49999999999994,0.0
Product,,Unknown Class,Matcha Peanut Butter Cup,ITEM,,,8,0.0,24.15,0.0
Product,,Unknown Class,ICED Matcha Latte,ITEM,,,76,0.0,373.0,0.0
Product,,Unknown Class,Coco Bites,ITEM,,,6,0.0,5.0,0.0
Product,,Unknown Class,Matcha Cookie,ITEM,,,14,0.0,31.5,0.0
Product,,Unknown Class,ICED Vanilla + Sea Salt Matcha Latte,ITEM,,,55,0.0,292.49999999999994,0.0
Product,,Unknown Class,HOT Matcha Latte,ITEM,,,31,0.0,140.4,0.0
Product,,Unknown Class,ICED Lavender + CBD Matcha Latte,ITEM,,,18,0.0,114.35000000000001,0.0
Product,,Unknown Class,ICED Manuka Honey Matcha,ITEM,,,13,0.0,69.3,0.0
Product,,Unknown Class,ICED Chai Matcha Latte,ITEM,,,7,0.0,30.0,0.0
Product,,Unknown Class,ICED Flat Green,ITEM,,,9,0.0,21.1,0.0
Product,,Unknown Class,Banana Bread,ITEM,,,14,0.0,45.03,0.0
Product,,Unknown Class,Berries + Collagen Smoothie,ITEM,,,1,0.0,8.5,0.0
Product,,Unknown Class,HOT London Fog Matcha Latte,ITEM,,,8,0.0,51.35,0.0
Product,,Unknown Class,HOT Flat Green,ITEM,,,9,0.0,30.6,0.0
Product,,Unknown Class,HOT Cacao + Shrooms Matcha Latte,ITEM,,,2,0.0,11.7,0.0
Product,,Unknown Class,HOT Lavender + CBD Matcha Latte,ITEM,,,4,0.0,23.4,0.0
Product,,Unknown Class,Matchagato,ITEM,,,6,0.0,38.35,0.0
Product,,Unknown Class,HOT Vanilla + Sea Salt Matcha Latte,ITEM,,,6,0.0,37.7,0.0
Product,,Unknown Class,ICED Matchacano,ITEM,,,3,0.0,8.0,0.0
Product,,Unknown Class,ICED Rose + Collagen Matcha Latte,ITEM,,,15,0.0,75.4,0.0
Product,,Unknown Class,ICED Manuka Honey Hojicha,ITEM,,,2,0.0,0.0,0.0
Product,,Unknown Class,Greens + Matcha Smoothie,ITEM,,,1,0.0,8.5,0.0
Product,,Unknown Class,HOT Manuka Honey Matcha,ITEM,,,9,0.0,42.0,0.0
Product,,Unknown Class,Matcha Snickers,ITEM,,,5,0.0,13.5,0.0
Product,,Unknown Class,Immunity Smoothie,ITEM,,,2,0.0,0.0,0.0
Product,,Unknown Class,ICED Ginger + Turmeric Matcha Latte,ITEM,,,3,0.0,6.5,0.0
Product,,Unknown Class,HOT Chai Matcha Latte,ITEM,,,1,0.0,5.4,0.0
Product,,Unknown Class,Carton Still Water,ITEM,,,4,0.0,6.0,0.0
Product,,Unknown Class,Peanut Butter Cacao + Protein Smoothie,ITEM,,,4,0.0,17.0,0.0
Product,,Unknown Class,HOT Ginger + Turmeric Matcha Latte,ITEM,,,1,0.0,0.0,0.0
Product,,Unknown Class,Saekari Matcha tin,ITEM,,,1,0.0,44.0,0.0
Product,,Unknown Class,Matcha Pouch,ITEM,,,1,0.0,49.0,0.0
Product,,Unknown Class,Matcha Shot,ITEM,,,1,0.0,0.0,0.0
Product,,Unknown Class,HOT Rose + Collagen Matcha Latte,ITEM,,,1,0.0,6.5,0.0
