Row Type,Parent Product Class,Class,Name,Product Category,Product Subcategory,Parent Product,Qty,Weight,Total Sales,COGS
Product,,Unknown Class,ICED London Fog Matcha Latte,ITEM,,,8,0.0,52.0,0.0
Product,,Unknown Class,ICED Lavender + CBD Matcha Latte,ITEM,,,9,0.0,39.0,0.0
Product,,Unknown Class,HOT Vanilla + Sea Salt Matcha Latte,ITEM,,,21,0.0,116.75,0.0
Product,,Unknown Class,HOT Ginger + Turmeric Matcha Latte,ITEM,,,6,0.0,26.0,0.0
Product,,Unknown Class,HOT Chai Matcha Latte,ITEM,,,9,0.0,30.0,0.0
Product,,Unknown Class,ICED Chai Matcha Latte,ITEM,,,8,0.0,41.4,0.0
Product,,Unknown Class,HOT Flat Green,ITEM,,,11,0.0,50.5,0.0
Product,,Unknown Class,HOT Matcha Latte,ITEM,,,48,0.0,226.53,0.0
Product,,Unknown Class,HOT Rose + Collagen Matcha Latte,ITEM,,,6,0.0,32.5,0.0
Product,,Unknown Class,HOT Lavender + CBD Matcha Latte,ITEM,,,5,0.0,32.5,0.0
Product,,Unknown Class,Coco Bites,ITEM,,,8,0.0,24.5,0.0
Product,,Unknown Class,Matcha Tin,ITEM,,,3,0.0,102.0,0.0
Product,,Unknown Class,ICED Matcha Latte,ITEM,,,33,0.0,146.8,0.0
Product,,Unknown Class,ICED Rose + Collagen Matcha Latte,ITEM,,,3,0.0,13.0,0.0
Product,,Unknown Class,Banana Bread,ITEM,,,5,0.0,7.9,0.0
Product,,Unknown Class,Matcha Cookie,ITEM,,,9,0.0,22.05,0.0
Product,,Unknown Class,ICED Ginger + Turmeric Matcha Latte,ITEM,,,2,0.0,5.85,0.0
Product,,Unknown Class,HOT Hojicha Latte,ITEM,,,5,0.0,22.5,0.0
Product,,Unknown Class,ICED Hojicha Latte,ITEM,,,2,0.0,10.45,0.0
Product,,Unknown Class,ICED Vanilla + Sea Salt Matcha Latte,ITEM,,,20,0.0,119.0,0.0
Product,,Unknown Class,HOT Cacao + Shrooms Matcha Latte,ITEM,,,6,0.0,31.07,0.0
Product,,Unknown Class,HOT London Fog Matcha Latte,ITEM,,,3,0.0,13.0,0.0
Product,,Unknown Class,Berries + Collagen Smoothie,ITEM,,,1,0.0,0.0,0.0
Product,,Unknown Class,Ritual Starter Set,ITEM,,,1,0.0,57.0,0.0
Product,,Unknown Class,HOT Matchacano,ITEM,,,5,0.0,20.0,0.0
Product,,Unknown Class,Hojicha tin,ITEM,,,1,0.0,26.0,0.0
Product,,Unknown Class,ICED Matchacano,ITEM,,,2,0.0,7.35,0.0
Product,,Unknown Class,Matcha Peanut Butter Cup,ITEM,,,2,0.0,7.0,0.0
Product,,Unknown Class,ICED Cacao + Shrooms Matcha Latte,ITEM,,,1,0.0,8.5,0.0
Product,,Unknown Class,ICED Flat Green,ITEM,,,1,0.0,0.0,0.0
Product,,Unknown Class,Vanilla Cashew + Protein Smoothie,ITEM,,,2,0.0,16.15,0.0
