Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-27,9,60.5,64.5,7
LZX5X6V4QY6MJ,2025-10-27,10,122.0,118.5,18
LZX5X6V4QY6MJ,2025-10-27,11,383.0,359.0,29
LZX5X6V4QY6MJ,2025-10-27,12,365.0,356.95,44
LZX5X6V4QY6MJ,2025-10-27,13,410.5,412.15,45
LZX5X6V4QY6MJ,2025-10-27,14,414.0,365.65,47
LZX5X6V4QY6MJ,2025-10-27,15,522.98,518.58,51
LZX5X6V4QY6MJ,2025-10-27,16,626.0,594.55,54
LZX5X6V4QY6MJ,2025-10-27,17,298.5,269.85,28
LZX5X6V4QY6MJ,2025-10-27,18,117.5,115.15,15
LZX5X6V4QY6MJ,2025-10-27,19,61.0,50.5,8
