Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-02-02,9,71.0,71.7,10
LZX5X6V4QY6MJ,2026-02-02,10,98.5,84.1,13
LZX5X6V4QY6MJ,2026-02-02,11,170.5,146.3,23
LZX5X6V4QY6MJ,2026-02-02,12,200.5,190.5,25
LZX5X6V4QY6MJ,2026-02-02,13,254.5,265.0,32
LZX5X6V4QY6MJ,2026-02-02,14,203.5,212.0,29
LZX5X6V4QY6MJ,2026-02-02,15,261.5,257.3,29
LZX5X6V4QY6MJ,2026-02-02,16,186.0,185.15,18
LZX5X6V4QY6MJ,2026-02-02,17,188.45,163.7,18
LZX5X6V4QY6MJ,2026-02-02,18,91.5,87.75,15
LZX5X6V4QY6MJ,2026-02-02,19,69.0,72.4,11
