Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-24,9,126.0,128.35,11
LZX5X6V4QY6MJ,2026-01-24,10,244.0,245.3,19
LZX5X6V4QY6MJ,2026-01-24,11,178.95,185.95,29
LZX5X6V4QY6MJ,2026-01-24,12,407.9,402.35,43
LZX5X6V4QY6MJ,2026-01-24,13,380.0,375.5,51
LZX5X6V4QY6MJ,2026-01-24,14,620.9,628.35,63
LZX5X6V4QY6MJ,2026-01-24,15,524.95,501.25,56
LZX5X6V4QY6MJ,2026-01-24,16,474.95,460.3,63
LZX5X6V4QY6MJ,2026-01-24,17,257.45,233.8,31
LZX5X6V4QY6MJ,2026-01-24,18,232.45,241.45,30
LZX5X6V4QY6MJ,2026-01-24,19,77.5,75.5,11
