Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-29,9,160.0,160.0,7
LZX5X6V4QY6MJ,2025-10-29,10,77.0,73.5,8
LZX5X6V4QY6MJ,2025-10-29,11,142.95,147.0,22
LZX5X6V4QY6MJ,2025-10-29,12,272.95,251.65,32
LZX5X6V4QY6MJ,2025-10-29,13,250.75,220.05,25
LZX5X6V4QY6MJ,2025-10-29,14,199.0,189.85,25
LZX5X6V4QY6MJ,2025-10-29,15,405.0,385.55,34
LZX5X6V4QY6MJ,2025-10-29,16,133.0,135.35,21
LZX5X6V4QY6MJ,2025-10-29,17,173.0,165.3,20
LZX5X6V4QY6MJ,2025-10-29,18,154.5,146.55,14
LZX5X6V4QY6MJ,2025-10-29,19,79.0,62.5,10
