Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-02-18,9,55.0,56.8,7
LZX5X6V4QY6MJ,2026-02-18,10,196.0,182.25,20
LZX5X6V4QY6MJ,2026-02-18,11,155.0,135.55,18
LZX5X6V4QY6MJ,2026-02-18,12,187.0,162.3,22
LZX5X6V4QY6MJ,2026-02-18,13,399.0,381.1,39
LZX5X6V4QY6MJ,2026-02-18,14,260.0,266.25,35
LZX5X6V4QY6MJ,2026-02-18,15,185.0,176.1,26
LZX5X6V4QY6MJ,2026-02-18,16,177.0,171.15,24
LZX5X6V4QY6MJ,2026-02-18,17,135.0,112.35,12
LZX5X6V4QY6MJ,2026-02-18,18,55.5,39.35,7
LZX5X6V4QY6MJ,2026-02-18,19,23.5,24.9,3
LZX5X6V4QY6MJ,2026-02-18,20,6.0,0.0,0
