Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-13,9,87.5,93.5,11
LZX5X6V4QY6MJ,2025-10-13,10,102.5,103.5,17
LZX5X6V4QY6MJ,2025-10-13,11,337.5,338.65,38
LZX5X6V4QY6MJ,2025-10-13,12,289.5,292.1,36
LZX5X6V4QY6MJ,2025-10-13,13,353.0,368.6,52
LZX5X6V4QY6MJ,2025-10-13,14,455.5,474.1,54
LZX5X6V4QY6MJ,2025-10-13,15,357.0,371.05,40
LZX5X6V4QY6MJ,2025-10-13,16,381.0,389.5,47
LZX5X6V4QY6MJ,2025-10-13,17,306.5,314.5,37
LZX5X6V4QY6MJ,2025-10-13,18,130.0,134.75,21
LZX5X6V4QY6MJ,2025-10-13,19,44.0,46.0,7
