Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-18,9,55.0,62.35,9
LZX5X6V4QY6MJ,2025-10-18,10,228.5,228.9,23
LZX5X6V4QY6MJ,2025-10-18,11,232.5,224.85,28
LZX5X6V4QY6MJ,2025-10-18,12,335.0,340.4,37
LZX5X6V4QY6MJ,2025-10-18,13,416.5,395.95,47
LZX5X6V4QY6MJ,2025-10-18,14,533.0,506.8,65
LZX5X6V4QY6MJ,2025-10-18,15,575.0,583.2,64
LZX5X6V4QY6MJ,2025-10-18,16,616.5,569.5,52
LZX5X6V4QY6MJ,2025-10-18,17,579.5,570.3,55
LZX5X6V4QY6MJ,2025-10-18,18,425.5,424.4,33
LZX5X6V4QY6MJ,2025-10-18,19,136.0,141.0,19
