Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-17,9,21.0,22.0,4
LZX5X6V4QY6MJ,2025-10-17,10,138.5,127.5,20
LZX5X6V4QY6MJ,2025-10-17,11,254.5,256.95,29
LZX5X6V4QY6MJ,2025-10-17,12,116.5,109.5,14
LZX5X6V4QY6MJ,2025-10-17,13,306.0,313.4,36
LZX5X6V4QY6MJ,2025-10-17,14,472.5,453.3,52
LZX5X6V4QY6MJ,2025-10-17,15,323.0,336.35,43
LZX5X6V4QY6MJ,2025-10-17,16,201.5,203.5,29
LZX5X6V4QY6MJ,2025-10-17,17,382.5,367.1,31
LZX5X6V4QY6MJ,2025-10-17,18,244.0,222.0,25
LZX5X6V4QY6MJ,2025-10-17,19,82.0,82.1,13
