Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-14,9,90.0,96.0,10
LZX5X6V4QY6MJ,2025-10-14,10,131.0,130.75,17
LZX5X6V4QY6MJ,2025-10-14,11,196.5,200.7,27
LZX5X6V4QY6MJ,2025-10-14,12,284.0,298.4,36
LZX5X6V4QY6MJ,2025-10-14,13,251.5,261.9,38
LZX5X6V4QY6MJ,2025-10-14,14,297.5,297.85,40
LZX5X6V4QY6MJ,2025-10-14,15,185.0,192.0,27
LZX5X6V4QY6MJ,2025-10-14,16,357.5,354.85,31
LZX5X6V4QY6MJ,2025-10-14,17,191.0,183.7,26
LZX5X6V4QY6MJ,2025-10-14,18,168.0,170.6,23
LZX5X6V4QY6MJ,2025-10-14,19,48.0,49.4,7
