Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-02-16,9,96.5,97.4,13
LZX5X6V4QY6MJ,2026-02-16,10,166.0,176.8,20
LZX5X6V4QY6MJ,2026-02-16,11,161.45,156.15,21
LZX5X6V4QY6MJ,2026-02-16,12,160.0,154.9,26
LZX5X6V4QY6MJ,2026-02-16,13,323.9,316.7,47
LZX5X6V4QY6MJ,2026-02-16,14,309.95,282.41,36
LZX5X6V4QY6MJ,2026-02-16,15,352.5,355.8,40
LZX5X6V4QY6MJ,2026-02-16,16,218.5,189.6,27
LZX5X6V4QY6MJ,2026-02-16,17,173.5,159.35,19
LZX5X6V4QY6MJ,2026-02-16,18,121.95,120.2,17
LZX5X6V4QY6MJ,2026-02-16,19,82.5,89.5,14
