Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-02-12,9,200.5,45.8,7
LZX5X6V4QY6MJ,2026-02-12,10,229.5,215.1,29
LZX5X6V4QY6MJ,2026-02-12,11,196.5,146.4,23
LZX5X6V4QY6MJ,2026-02-12,12,244.0,216.5,35
LZX5X6V4QY6MJ,2026-02-12,13,219.9,214.05,29
LZX5X6V4QY6MJ,2026-02-12,14,318.5,290.3,39
LZX5X6V4QY6MJ,2026-02-12,15,179.5,138.4,17
LZX5X6V4QY6MJ,2026-02-12,16,142.5,142.15,21
LZX5X6V4QY6MJ,2026-02-12,17,216.5,195.0,20
LZX5X6V4QY6MJ,2026-02-12,18,92.9,87.3,12
LZX5X6V4QY6MJ,2026-02-12,19,90.0,93.0,12
