Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-15,9,53.0,58.4,10
LZX5X6V4QY6MJ,2025-10-15,10,165.5,177.5,20
LZX5X6V4QY6MJ,2025-10-15,11,155.0,162.0,25
LZX5X6V4QY6MJ,2025-10-15,12,314.5,319.25,47
LZX5X6V4QY6MJ,2025-10-15,13,290.0,297.8,42
LZX5X6V4QY6MJ,2025-10-15,14,345.0,362.3,41
LZX5X6V4QY6MJ,2025-10-15,15,376.0,389.0,42
LZX5X6V4QY6MJ,2025-10-15,16,947.5,960.85,38
LZX5X6V4QY6MJ,2025-10-15,17,397.5,409.85,42
LZX5X6V4QY6MJ,2025-10-15,18,265.0,268.1,21
LZX5X6V4QY6MJ,2025-10-15,19,40.0,40.0,6
