Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-28,9,90.95,81.85,13
LZX5X6V4QY6MJ,2025-10-28,10,117.5,110.9,16
LZX5X6V4QY6MJ,2025-10-28,11,201.5,201.75,28
LZX5X6V4QY6MJ,2025-10-28,12,369.5,365.4,40
LZX5X6V4QY6MJ,2025-10-28,13,367.4,330.25,40
LZX5X6V4QY6MJ,2025-10-28,14,460.0,454.1,47
LZX5X6V4QY6MJ,2025-10-28,15,510.0,503.9,52
LZX5X6V4QY6MJ,2025-10-28,16,232.5,216.2,31
LZX5X6V4QY6MJ,2025-10-28,17,287.95,235.95,20
LZX5X6V4QY6MJ,2025-10-28,18,230.95,191.1,21
LZX5X6V4QY6MJ,2025-10-28,19,32.0,33.0,4
LZX5X6V4QY6MJ,2025-10-28,20,5.0,5.0,1
