Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-10,9,67.5,60.5,4
LZX5X6V4QY6MJ,2026-01-10,10,52.95,52.95,9
LZX5X6V4QY6MJ,2026-01-10,11,147.0,140.8,22
LZX5X6V4QY6MJ,2026-01-10,12,160.45,143.1,22
LZX5X6V4QY6MJ,2026-01-10,13,364.95,344.45,31
LZX5X6V4QY6MJ,2026-01-10,14,305.5,302.5,39
LZX5X6V4QY6MJ,2026-01-10,15,236.5,219.3,34
LZX5X6V4QY6MJ,2026-01-10,16,228.5,232.85,34
LZX5X6V4QY6MJ,2026-01-10,17,206.45,208.8,30
LZX5X6V4QY6MJ,2026-01-10,18,179.95,173.3,23
LZX5X6V4QY6MJ,2026-01-10,19,58.0,60.3,9
