Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-03-13,9,25.95,20.95,4
LZX5X6V4QY6MJ,2026-03-13,10,75.0,75.75,12
LZX5X6V4QY6MJ,2026-03-13,11,179.0,178.85,25
LZX5X6V4QY6MJ,2026-03-13,12,170.0,154.1,23
LZX5X6V4QY6MJ,2026-03-13,13,294.0,286.9,47
LZX5X6V4QY6MJ,2026-03-13,14,324.0,308.5,35
LZX5X6V4QY6MJ,2026-03-13,15,252.95,252.25,33
LZX5X6V4QY6MJ,2026-03-13,16,273.95,261.3,38
LZX5X6V4QY6MJ,2026-03-13,17,282.0,271.9,32
LZX5X6V4QY6MJ,2026-03-13,18,96.0,86.5,13
LZX5X6V4QY6MJ,2026-03-13,19,196.95,179.95,18
