Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-03-17,9,71.5,63.15,10
LZX5X6V4QY6MJ,2026-03-17,10,108.95,97.65,13
LZX5X6V4QY6MJ,2026-03-17,11,122.0,109.05,19
LZX5X6V4QY6MJ,2026-03-17,12,226.45,223.6,32
LZX5X6V4QY6MJ,2026-03-17,13,439.9,426.05,57
LZX5X6V4QY6MJ,2026-03-17,14,272.5,261.75,37
LZX5X6V4QY6MJ,2026-03-17,15,269.0,253.45,42
LZX5X6V4QY6MJ,2026-03-17,16,280.0,274.85,37
LZX5X6V4QY6MJ,2026-03-17,17,234.5,239.55,27
LZX5X6V4QY6MJ,2026-03-17,18,128.5,134.8,21
LZX5X6V4QY6MJ,2026-03-17,19,228.0,233.4,17
