Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-02,9,28.0,27.5,5
LZX5X6V4QY6MJ,2025-10-02,10,307.0,322.75,33
LZX5X6V4QY6MJ,2025-10-02,11,199.5,199.95,27
LZX5X6V4QY6MJ,2025-10-02,12,348.0,353.1,48
LZX5X6V4QY6MJ,2025-10-02,13,389.0,392.8,58
LZX5X6V4QY6MJ,2025-10-02,14,434.5,435.85,48
LZX5X6V4QY6MJ,2025-10-02,15,314.0,323.9,43
LZX5X6V4QY6MJ,2025-10-02,16,397.5,411.45,49
LZX5X6V4QY6MJ,2025-10-02,17,282.0,292.3,33
LZX5X6V4QY6MJ,2025-10-02,18,195.0,197.85,29
LZX5X6V4QY6MJ,2025-10-02,19,71.0,74.0,11
