Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-27,9,55.5,58.5,8
LZX5X6V4QY6MJ,2026-01-27,10,68.5,72.25,12
LZX5X6V4QY6MJ,2026-01-27,11,98.5,79.9,11
LZX5X6V4QY6MJ,2026-01-27,12,180.0,177.5,24
LZX5X6V4QY6MJ,2026-01-27,13,198.95,177.35,30
LZX5X6V4QY6MJ,2026-01-27,14,258.0,241.1,28
LZX5X6V4QY6MJ,2026-01-27,15,220.0,200.0,26
LZX5X6V4QY6MJ,2026-01-27,16,327.0,297.35,19
LZX5X6V4QY6MJ,2026-01-27,17,133.0,135.95,22
LZX5X6V4QY6MJ,2026-01-27,18,156.0,150.85,17
LZX5X6V4QY6MJ,2026-01-27,19,83.0,80.5,12
