Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-06,9,185.0,109.5,5
LZX5X6V4QY6MJ,2026-01-06,10,73.0,60.0,8
LZX5X6V4QY6MJ,2026-01-06,11,92.0,73.5,8
LZX5X6V4QY6MJ,2026-01-06,12,94.0,62.5,7
LZX5X6V4QY6MJ,2026-01-06,13,120.5,91.35,13
LZX5X6V4QY6MJ,2026-01-06,14,103.5,105.5,13
LZX5X6V4QY6MJ,2026-01-06,15,154.5,147.2,20
LZX5X6V4QY6MJ,2026-01-06,16,88.45,78.35,11
LZX5X6V4QY6MJ,2026-01-06,17,75.5,85.5,9
LZX5X6V4QY6MJ,2026-01-06,18,84.95,90.95,9
LZX5X6V4QY6MJ,2026-01-06,19,83.0,88.35,10
