Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-15,9,52.0,41.4,7
LZX5X6V4QY6MJ,2026-01-15,10,98.95,86.26,13
LZX5X6V4QY6MJ,2026-01-15,11,152.5,149.8,18
LZX5X6V4QY6MJ,2026-01-15,12,161.5,137.35,22
LZX5X6V4QY6MJ,2026-01-15,13,152.5,121.35,14
LZX5X6V4QY6MJ,2026-01-15,14,110.5,110.5,11
LZX5X6V4QY6MJ,2026-01-15,15,126.0,118.5,17
LZX5X6V4QY6MJ,2026-01-15,16,133.0,129.2,19
LZX5X6V4QY6MJ,2026-01-15,17,143.95,138.1,15
LZX5X6V4QY6MJ,2026-01-15,18,77.0,80.4,11
LZX5X6V4QY6MJ,2026-01-15,19,26.0,28.4,4
