Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-03-14,9,62.5,62.5,10
LZX5X6V4QY6MJ,2026-03-14,10,124.5,126.85,19
LZX5X6V4QY6MJ,2026-03-14,11,172.0,178.4,28
LZX5X6V4QY6MJ,2026-03-14,12,399.45,395.66,45
LZX5X6V4QY6MJ,2026-03-14,13,349.45,358.55,49
LZX5X6V4QY6MJ,2026-03-14,14,561.5,517.15,58
LZX5X6V4QY6MJ,2026-03-14,15,473.5,459.35,56
LZX5X6V4QY6MJ,2026-03-14,16,475.75,425.0,52
LZX5X6V4QY6MJ,2026-03-14,17,299.0,274.7,36
LZX5X6V4QY6MJ,2026-03-14,18,162.0,149.0,16
LZX5X6V4QY6MJ,2026-03-14,19,104.5,102.6,14
