Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-21,9,20.5,22.5,3
LZX5X6V4QY6MJ,2026-01-21,10,78.5,73.25,12
LZX5X6V4QY6MJ,2026-01-21,11,71.5,78.6,12
LZX5X6V4QY6MJ,2026-01-21,12,166.45,149.25,19
LZX5X6V4QY6MJ,2026-01-21,13,189.5,186.5,28
LZX5X6V4QY6MJ,2026-01-21,14,149.45,148.35,22
LZX5X6V4QY6MJ,2026-01-21,15,120.5,128.5,19
LZX5X6V4QY6MJ,2026-01-21,16,152.5,145.5,15
LZX5X6V4QY6MJ,2026-01-21,17,190.95,168.95,19
LZX5X6V4QY6MJ,2026-01-21,18,96.5,96.15,14
LZX5X6V4QY6MJ,2026-01-21,19,21.5,20.5,4
