Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-02-13,9,53.0,51.0,9
LZX5X6V4QY6MJ,2026-02-13,10,129.5,129.75,19
LZX5X6V4QY6MJ,2026-02-13,11,186.0,182.1,23
LZX5X6V4QY6MJ,2026-02-13,12,289.35,264.6,34
LZX5X6V4QY6MJ,2026-02-13,13,424.5,403.8,46
LZX5X6V4QY6MJ,2026-02-13,14,321.0,299.8,29
LZX5X6V4QY6MJ,2026-02-13,15,250.45,237.45,29
LZX5X6V4QY6MJ,2026-02-13,16,257.0,251.85,33
LZX5X6V4QY6MJ,2026-02-13,17,172.5,169.5,25
LZX5X6V4QY6MJ,2026-02-13,18,154.0,150.35,18
LZX5X6V4QY6MJ,2026-02-13,19,109.4,113.8,16
