Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-22,9,84.0,85.6,13
LZX5X6V4QY6MJ,2025-10-22,10,137.5,120.4,18
LZX5X6V4QY6MJ,2025-10-22,11,197.5,192.7,32
LZX5X6V4QY6MJ,2025-10-22,12,246.0,254.4,41
LZX5X6V4QY6MJ,2025-10-22,13,382.5,374.45,48
LZX5X6V4QY6MJ,2025-10-22,14,357.0,340.05,39
LZX5X6V4QY6MJ,2025-10-22,15,327.0,318.7,45
LZX5X6V4QY6MJ,2025-10-22,16,266.0,264.15,36
LZX5X6V4QY6MJ,2025-10-22,17,204.0,197.15,31
LZX5X6V4QY6MJ,2025-10-22,18,201.0,204.35,23
LZX5X6V4QY6MJ,2025-10-22,19,129.0,102.9,7
