Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-25,9,110.0,107.5,11
LZX5X6V4QY6MJ,2025-10-25,10,140.5,131.5,14
LZX5X6V4QY6MJ,2025-10-25,11,189.0,185.25,25
LZX5X6V4QY6MJ,2025-10-25,12,345.5,335.25,44
LZX5X6V4QY6MJ,2025-10-25,13,342.5,319.7,37
LZX5X6V4QY6MJ,2025-10-25,14,351.5,330.25,44
LZX5X6V4QY6MJ,2025-10-25,15,613.0,613.65,56
LZX5X6V4QY6MJ,2025-10-25,16,456.5,423.3,57
LZX5X6V4QY6MJ,2025-10-25,17,356.0,341.0,43
LZX5X6V4QY6MJ,2025-10-25,18,241.0,250.55,35
LZX5X6V4QY6MJ,2025-10-25,19,116.5,118.5,14
LZX5X6V4QY6MJ,2025-10-25,20,6.5,5.85,1
