Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-03-23,9,80.5,76.0,9
LZX5X6V4QY6MJ,2026-03-23,10,239.0,253.15,30
LZX5X6V4QY6MJ,2026-03-23,11,255.5,220.3,29
LZX5X6V4QY6MJ,2026-03-23,12,227.95,224.6,38
LZX5X6V4QY6MJ,2026-03-23,13,386.45,403.85,54
LZX5X6V4QY6MJ,2026-03-23,14,409.5,404.25,54
LZX5X6V4QY6MJ,2026-03-23,15,387.5,392.6,42
LZX5X6V4QY6MJ,2026-03-23,16,338.5,322.8,35
LZX5X6V4QY6MJ,2026-03-23,17,114.5,111.35,16
LZX5X6V4QY6MJ,2026-03-23,18,105.0,105.55,15
LZX5X6V4QY6MJ,2026-03-23,19,75.0,69.0,9
