Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-16,9,91.5,86.15,14
LZX5X6V4QY6MJ,2025-10-16,10,216.5,227.5,27
LZX5X6V4QY6MJ,2025-10-16,11,212.0,177.7,28
LZX5X6V4QY6MJ,2025-10-16,12,230.5,218.15,33
LZX5X6V4QY6MJ,2025-10-16,13,305.0,267.75,38
LZX5X6V4QY6MJ,2025-10-16,14,442.5,447.0,59
LZX5X6V4QY6MJ,2025-10-16,15,535.5,528.5,49
LZX5X6V4QY6MJ,2025-10-16,16,490.5,463.3,44
LZX5X6V4QY6MJ,2025-10-16,17,169.0,152.35,20
LZX5X6V4QY6MJ,2025-10-16,18,123.0,126.0,16
LZX5X6V4QY6MJ,2025-10-16,19,95.5,82.85,12
