Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-07,9,58.5,62.25,11
LZX5X6V4QY6MJ,2025-10-07,10,128.5,133.5,19
LZX5X6V4QY6MJ,2025-10-07,11,210.0,212.1,26
LZX5X6V4QY6MJ,2025-10-07,12,193.0,204.1,23
LZX5X6V4QY6MJ,2025-10-07,13,374.0,383.3,55
LZX5X6V4QY6MJ,2025-10-07,14,409.0,424.7,40
LZX5X6V4QY6MJ,2025-10-07,15,433.0,442.0,42
LZX5X6V4QY6MJ,2025-10-07,16,274.0,284.55,44
LZX5X6V4QY6MJ,2025-10-07,17,256.0,268.25,37
LZX5X6V4QY6MJ,2025-10-07,18,158.5,164.5,24
LZX5X6V4QY6MJ,2025-10-07,19,99.0,103.0,13
