Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-23,9,63.0,66.05,5
LZX5X6V4QY6MJ,2026-01-23,10,125.45,105.8,18
LZX5X6V4QY6MJ,2026-01-23,11,192.5,192.25,18
LZX5X6V4QY6MJ,2026-01-23,12,255.0,252.65,31
LZX5X6V4QY6MJ,2026-01-23,13,259.5,252.4,35
LZX5X6V4QY6MJ,2026-01-23,14,320.5,299.25,45
LZX5X6V4QY6MJ,2026-01-23,15,243.0,245.15,39
LZX5X6V4QY6MJ,2026-01-23,16,250.0,245.85,33
LZX5X6V4QY6MJ,2026-01-23,17,207.0,186.85,28
LZX5X6V4QY6MJ,2026-01-23,18,188.5,189.35,29
LZX5X6V4QY6MJ,2026-01-23,19,114.0,112.65,17
