Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-09,9,27.5,21.0,4
LZX5X6V4QY6MJ,2026-01-09,10,51.5,52.5,7
LZX5X6V4QY6MJ,2026-01-09,11,117.5,116.25,15
LZX5X6V4QY6MJ,2026-01-09,12,186.0,185.75,25
LZX5X6V4QY6MJ,2026-01-09,13,152.45,155.75,21
LZX5X6V4QY6MJ,2026-01-09,14,232.95,228.35,21
LZX5X6V4QY6MJ,2026-01-09,15,279.0,250.4,25
LZX5X6V4QY6MJ,2026-01-09,16,123.45,120.3,19
LZX5X6V4QY6MJ,2026-01-09,17,125.0,95.05,15
LZX5X6V4QY6MJ,2026-01-09,18,88.0,88.3,12
LZX5X6V4QY6MJ,2026-01-09,19,55.5,48.55,7
