Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-20,9,36.0,36.3,6
LZX5X6V4QY6MJ,2025-10-20,10,113.0,113.2,19
LZX5X6V4QY6MJ,2025-10-20,11,141.0,130.3,19
LZX5X6V4QY6MJ,2025-10-20,12,152.0,155.3,23
LZX5X6V4QY6MJ,2025-10-20,13,160.5,140.0,21
LZX5X6V4QY6MJ,2025-10-20,14,329.5,331.05,40
LZX5X6V4QY6MJ,2025-10-20,15,153.5,128.55,17
LZX5X6V4QY6MJ,2025-10-20,16,269.0,245.75,30
LZX5X6V4QY6MJ,2025-10-20,17,189.5,186.4,23
LZX5X6V4QY6MJ,2025-10-20,18,92.0,99.35,15
LZX5X6V4QY6MJ,2025-10-20,19,64.5,43.9,6
