Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-31,9,41.95,42.95,6
LZX5X6V4QY6MJ,2025-10-31,10,235.5,232.25,19
LZX5X6V4QY6MJ,2025-10-31,11,157.0,148.3,22
LZX5X6V4QY6MJ,2025-10-31,12,172.5,174.95,23
LZX5X6V4QY6MJ,2025-10-31,13,335.45,314.6,34
LZX5X6V4QY6MJ,2025-10-31,14,228.0,224.15,33
LZX5X6V4QY6MJ,2025-10-31,15,425.5,400.0,46
LZX5X6V4QY6MJ,2025-10-31,16,264.0,268.0,31
LZX5X6V4QY6MJ,2025-10-31,17,282.0,279.0,23
LZX5X6V4QY6MJ,2025-10-31,18,132.5,132.4,21
LZX5X6V4QY6MJ,2025-10-31,19,169.0,145.2,13
