Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-03-04,9,40.95,39.45,7
LZX5X6V4QY6MJ,2026-03-04,10,97.0,81.4,15
LZX5X6V4QY6MJ,2026-03-04,11,78.45,70.76,10
LZX5X6V4QY6MJ,2026-03-04,12,244.95,234.9,30
LZX5X6V4QY6MJ,2026-03-04,13,378.5,372.65,50
LZX5X6V4QY6MJ,2026-03-04,14,240.0,215.1,30
LZX5X6V4QY6MJ,2026-03-04,15,249.45,234.3,36
LZX5X6V4QY6MJ,2026-03-04,16,188.95,180.95,28
LZX5X6V4QY6MJ,2026-03-04,17,190.5,195.45,28
LZX5X6V4QY6MJ,2026-03-04,18,107.95,109.85,11
LZX5X6V4QY6MJ,2026-03-04,19,58.0,56.4,6
