Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-02-04,9,57.0,65.85,10
LZX5X6V4QY6MJ,2026-02-04,10,94.0,78.35,11
LZX5X6V4QY6MJ,2026-02-04,11,170.0,157.5,24
LZX5X6V4QY6MJ,2026-02-04,12,319.5,313.2,41
LZX5X6V4QY6MJ,2026-02-04,13,248.0,226.75,35
LZX5X6V4QY6MJ,2026-02-04,14,365.5,329.8,46
LZX5X6V4QY6MJ,2026-02-04,15,327.0,318.15,43
LZX5X6V4QY6MJ,2026-02-04,16,155.5,131.0,21
LZX5X6V4QY6MJ,2026-02-04,17,158.45,162.8,19
LZX5X6V4QY6MJ,2026-02-04,18,237.5,240.55,29
LZX5X6V4QY6MJ,2026-02-04,19,104.0,107.05,16
