Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-30,9,36.0,36.0,5
LZX5X6V4QY6MJ,2026-01-30,10,66.5,55.65,7
LZX5X6V4QY6MJ,2026-01-30,11,266.0,223.1,22
LZX5X6V4QY6MJ,2026-01-30,12,246.0,237.4,23
LZX5X6V4QY6MJ,2026-01-30,13,283.0,266.15,37
LZX5X6V4QY6MJ,2026-01-30,14,343.0,335.6,50
LZX5X6V4QY6MJ,2026-01-30,15,303.0,279.8,37
LZX5X6V4QY6MJ,2026-01-30,16,333.4,326.0,41
LZX5X6V4QY6MJ,2026-01-30,17,227.95,233.8,21
LZX5X6V4QY6MJ,2026-01-30,18,144.4,155.95,21
LZX5X6V4QY6MJ,2026-01-30,19,22.5,21.5,4
