Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-03-20,9,16.0,16.0,3
LZX5X6V4QY6MJ,2026-03-20,10,116.0,113.15,16
LZX5X6V4QY6MJ,2026-03-20,11,250.9,254.9,29
LZX5X6V4QY6MJ,2026-03-20,12,261.5,257.5,27
LZX5X6V4QY6MJ,2026-03-20,13,335.95,312.75,47
LZX5X6V4QY6MJ,2026-03-20,14,458.95,417.45,43
LZX5X6V4QY6MJ,2026-03-20,15,468.95,475.66,57
LZX5X6V4QY6MJ,2026-03-20,16,420.0,425.0,58
LZX5X6V4QY6MJ,2026-03-20,17,298.5,303.5,39
LZX5X6V4QY6MJ,2026-03-20,18,154.5,158.9,18
LZX5X6V4QY6MJ,2026-03-20,19,102.0,96.3,13
