Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-30,9,64.0,66.75,11
LZX5X6V4QY6MJ,2025-10-30,10,113.5,97.5,16
LZX5X6V4QY6MJ,2025-10-30,11,222.0,198.65,27
LZX5X6V4QY6MJ,2025-10-30,12,287.95,245.3,38
LZX5X6V4QY6MJ,2025-10-30,13,325.5,328.2,41
LZX5X6V4QY6MJ,2025-10-30,14,362.95,304.8,42
LZX5X6V4QY6MJ,2025-10-30,15,554.45,549.65,45
LZX5X6V4QY6MJ,2025-10-30,16,401.0,383.7,40
LZX5X6V4QY6MJ,2025-10-30,17,250.5,261.2,28
LZX5X6V4QY6MJ,2025-10-30,18,292.0,293.6,21
LZX5X6V4QY6MJ,2025-10-30,19,42.5,44.5,5
