Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-03-18,9,118.0,109.5,11
LZX5X6V4QY6MJ,2026-03-18,10,155.5,148.05,17
LZX5X6V4QY6MJ,2026-03-18,11,230.95,224.81,34
LZX5X6V4QY6MJ,2026-03-18,12,431.95,412.95,48
LZX5X6V4QY6MJ,2026-03-18,13,422.5,401.3,59
LZX5X6V4QY6MJ,2026-03-18,14,299.5,295.9,45
LZX5X6V4QY6MJ,2026-03-18,15,345.0,341.35,47
LZX5X6V4QY6MJ,2026-03-18,16,264.5,241.15,34
LZX5X6V4QY6MJ,2026-03-18,17,209.5,186.5,24
LZX5X6V4QY6MJ,2026-03-18,18,115.5,105.5,15
LZX5X6V4QY6MJ,2026-03-18,19,196.0,179.85,16
