Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-31,9,42.0,36.0,5
LZX5X6V4QY6MJ,2026-01-31,10,90.0,83.5,14
LZX5X6V4QY6MJ,2026-01-31,11,173.95,179.95,25
LZX5X6V4QY6MJ,2026-01-31,12,275.5,286.5,40
LZX5X6V4QY6MJ,2026-01-31,13,439.0,430.25,60
LZX5X6V4QY6MJ,2026-01-31,14,595.0,584.4,71
LZX5X6V4QY6MJ,2026-01-31,15,587.45,588.3,71
LZX5X6V4QY6MJ,2026-01-31,16,499.5,478.1,52
LZX5X6V4QY6MJ,2026-01-31,17,239.9,250.9,36
LZX5X6V4QY6MJ,2026-01-31,18,131.5,135.5,19
LZX5X6V4QY6MJ,2026-01-31,19,97.0,90.9,13
LZX5X6V4QY6MJ,2026-01-31,20,10.0,12.0,1
