Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-02-09,9,54.0,43.85,7
LZX5X6V4QY6MJ,2026-02-09,10,124.0,112.25,18
LZX5X6V4QY6MJ,2026-02-09,11,163.5,151.5,21
LZX5X6V4QY6MJ,2026-02-09,12,173.45,175.3,32
LZX5X6V4QY6MJ,2026-02-09,13,382.0,373.25,41
LZX5X6V4QY6MJ,2026-02-09,14,239.0,227.85,37
LZX5X6V4QY6MJ,2026-02-09,15,279.5,249.3,34
LZX5X6V4QY6MJ,2026-02-09,16,221.4,223.7,27
LZX5X6V4QY6MJ,2026-02-09,17,208.35,214.65,21
LZX5X6V4QY6MJ,2026-02-09,18,132.0,119.4,14
LZX5X6V4QY6MJ,2026-02-09,19,36.0,37.0,6
