Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-03-12,9,59.0,55.85,10
LZX5X6V4QY6MJ,2026-03-12,10,235.4,233.8,14
LZX5X6V4QY6MJ,2026-03-12,11,120.5,115.2,19
LZX5X6V4QY6MJ,2026-03-12,12,249.4,248.7,35
LZX5X6V4QY6MJ,2026-03-12,13,336.5,321.85,43
LZX5X6V4QY6MJ,2026-03-12,14,162.9,162.2,24
LZX5X6V4QY6MJ,2026-03-12,15,185.45,183.45,26
LZX5X6V4QY6MJ,2026-03-12,16,146.5,138.35,21
LZX5X6V4QY6MJ,2026-03-12,17,187.0,188.6,26
LZX5X6V4QY6MJ,2026-03-12,18,138.5,144.3,22
LZX5X6V4QY6MJ,2026-03-12,19,79.5,68.7,10
