Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-02-10,9,64.0,62.65,9
LZX5X6V4QY6MJ,2026-02-10,10,92.0,79.85,11
LZX5X6V4QY6MJ,2026-02-10,11,136.5,121.5,16
LZX5X6V4QY6MJ,2026-02-10,12,191.5,185.35,27
LZX5X6V4QY6MJ,2026-02-10,13,215.95,209.35,34
LZX5X6V4QY6MJ,2026-02-10,14,274.0,252.4,28
LZX5X6V4QY6MJ,2026-02-10,15,262.4,247.25,29
LZX5X6V4QY6MJ,2026-02-10,16,192.45,196.11,23
LZX5X6V4QY6MJ,2026-02-10,17,191.5,188.5,14
LZX5X6V4QY6MJ,2026-02-10,18,145.45,151.8,15
LZX5X6V4QY6MJ,2026-02-10,19,71.0,60.5,5
