Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-14,9,48.5,42.15,6
LZX5X6V4QY6MJ,2026-01-14,10,119.0,108.3,13
LZX5X6V4QY6MJ,2026-01-14,11,159.9,156.9,22
LZX5X6V4QY6MJ,2026-01-14,12,238.5,220.5,19
LZX5X6V4QY6MJ,2026-01-14,13,291.5,294.35,43
LZX5X6V4QY6MJ,2026-01-14,14,157.5,147.2,22
LZX5X6V4QY6MJ,2026-01-14,15,219.5,230.0,31
LZX5X6V4QY6MJ,2026-01-14,16,152.0,106.0,14
LZX5X6V4QY6MJ,2026-01-14,17,129.5,122.35,15
LZX5X6V4QY6MJ,2026-01-14,18,156.5,152.5,23
LZX5X6V4QY6MJ,2026-01-14,19,74.9,75.65,10
