Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-19,9,45.0,31.2,6
LZX5X6V4QY6MJ,2026-01-19,10,158.95,151.95,23
LZX5X6V4QY6MJ,2026-01-19,11,217.45,193.9,28
LZX5X6V4QY6MJ,2026-01-19,12,163.95,148.2,19
LZX5X6V4QY6MJ,2026-01-19,13,277.4,255.17,37
LZX5X6V4QY6MJ,2026-01-19,14,374.5,354.75,33
LZX5X6V4QY6MJ,2026-01-19,15,283.5,280.75,39
LZX5X6V4QY6MJ,2026-01-19,16,246.85,243.5,27
LZX5X6V4QY6MJ,2026-01-19,17,141.0,131.6,18
LZX5X6V4QY6MJ,2026-01-19,18,83.45,81.8,12
LZX5X6V4QY6MJ,2026-01-19,19,157.45,164.3,17
