Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-03-26,9,177.0,185.0,15
LZX5X6V4QY6MJ,2026-03-26,10,131.5,129.5,13
LZX5X6V4QY6MJ,2026-03-26,11,264.95,261.9,32
LZX5X6V4QY6MJ,2026-03-26,12,395.0,399.85,57
LZX5X6V4QY6MJ,2026-03-26,13,312.0,291.9,43
LZX5X6V4QY6MJ,2026-03-26,14,396.0,403.0,51
LZX5X6V4QY6MJ,2026-03-26,15,424.9,431.3,54
LZX5X6V4QY6MJ,2026-03-26,16,279.0,292.8,39
LZX5X6V4QY6MJ,2026-03-26,17,142.45,126.65,17
LZX5X6V4QY6MJ,2026-03-26,18,196.45,178.05,23
LZX5X6V4QY6MJ,2026-03-26,19,64.0,68.0,11
