Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-12,9,23.0,23.0,3
LZX5X6V4QY6MJ,2026-01-12,10,107.0,93.35,14
LZX5X6V4QY6MJ,2026-01-12,11,132.4,118.9,13
LZX5X6V4QY6MJ,2026-01-12,12,153.5,158.15,24
LZX5X6V4QY6MJ,2026-01-12,13,237.0,214.2,28
LZX5X6V4QY6MJ,2026-01-12,14,210.9,192.8,25
LZX5X6V4QY6MJ,2026-01-12,15,224.0,223.9,30
LZX5X6V4QY6MJ,2026-01-12,16,271.0,215.35,27
LZX5X6V4QY6MJ,2026-01-12,17,96.0,98.3,16
LZX5X6V4QY6MJ,2026-01-12,18,59.0,55.0,9
LZX5X6V4QY6MJ,2026-01-12,19,41.5,44.5,7
