Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-01,9,175.5,166.15,13
LZX5X6V4QY6MJ,2025-10-01,10,225.5,227.15,26
LZX5X6V4QY6MJ,2025-10-01,11,309.0,317.0,34
LZX5X6V4QY6MJ,2025-10-01,12,253.5,259.45,27
LZX5X6V4QY6MJ,2025-10-01,13,286.0,260.9,39
LZX5X6V4QY6MJ,2025-10-01,14,274.5,252.15,38
LZX5X6V4QY6MJ,2025-10-01,15,377.0,367.9,43
LZX5X6V4QY6MJ,2025-10-01,16,299.5,294.2,48
LZX5X6V4QY6MJ,2025-10-01,17,213.5,199.95,29
LZX5X6V4QY6MJ,2025-10-01,18,247.0,243.45,25
LZX5X6V4QY6MJ,2025-10-01,19,77.0,86.35,13
