Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-03-10,9,73.0,67.8,9
LZX5X6V4QY6MJ,2026-03-10,10,59.0,48.5,8
LZX5X6V4QY6MJ,2026-03-10,11,118.0,91.0,12
LZX5X6V4QY6MJ,2026-03-10,12,256.95,265.05,27
LZX5X6V4QY6MJ,2026-03-10,13,294.45,251.1,35
LZX5X6V4QY6MJ,2026-03-10,14,281.0,245.9,39
LZX5X6V4QY6MJ,2026-03-10,15,335.5,329.4,31
LZX5X6V4QY6MJ,2026-03-10,16,182.5,178.25,26
LZX5X6V4QY6MJ,2026-03-10,17,252.5,228.15,20
LZX5X6V4QY6MJ,2026-03-10,18,72.5,67.5,9
LZX5X6V4QY6MJ,2026-03-10,19,83.5,78.4,10
