Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-03,9,85.5,74.55,12
LZX5X6V4QY6MJ,2025-10-03,10,87.0,93.4,15
LZX5X6V4QY6MJ,2025-10-03,11,241.0,253.35,29
LZX5X6V4QY6MJ,2025-10-03,12,271.5,276.6,34
LZX5X6V4QY6MJ,2025-10-03,13,290.0,321.9,48
LZX5X6V4QY6MJ,2025-10-03,14,348.0,346.55,42
LZX5X6V4QY6MJ,2025-10-03,15,324.0,328.15,44
LZX5X6V4QY6MJ,2025-10-03,16,245.0,256.75,35
LZX5X6V4QY6MJ,2025-10-03,17,260.5,263.0,24
LZX5X6V4QY6MJ,2025-10-03,18,273.0,283.4,29
LZX5X6V4QY6MJ,2025-10-03,19,66.0,68.0,10
