Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-22,9,62.0,65.0,9
LZX5X6V4QY6MJ,2026-01-22,10,78.5,80.0,13
LZX5X6V4QY6MJ,2026-01-22,11,349.5,355.85,28
LZX5X6V4QY6MJ,2026-01-22,12,223.0,212.7,33
LZX5X6V4QY6MJ,2026-01-22,13,540.0,516.45,52
LZX5X6V4QY6MJ,2026-01-22,14,298.0,282.0,33
LZX5X6V4QY6MJ,2026-01-22,15,254.5,245.65,31
LZX5X6V4QY6MJ,2026-01-22,16,177.5,143.4,17
LZX5X6V4QY6MJ,2026-01-22,17,125.9,99.5,15
LZX5X6V4QY6MJ,2026-01-22,18,174.0,176.4,17
LZX5X6V4QY6MJ,2026-01-22,19,75.5,78.9,10
