Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-02-06,9,28.0,14.35,3
LZX5X6V4QY6MJ,2026-02-06,10,67.0,61.65,9
LZX5X6V4QY6MJ,2026-02-06,11,202.95,196.1,25
LZX5X6V4QY6MJ,2026-02-06,12,214.5,203.25,22
LZX5X6V4QY6MJ,2026-02-06,13,362.45,357.5,36
LZX5X6V4QY6MJ,2026-02-06,14,193.5,216.3,32
LZX5X6V4QY6MJ,2026-02-06,15,274.5,264.6,34
LZX5X6V4QY6MJ,2026-02-06,16,379.5,374.85,26
LZX5X6V4QY6MJ,2026-02-06,17,123.5,126.5,17
LZX5X6V4QY6MJ,2026-02-06,18,171.45,174.65,23
LZX5X6V4QY6MJ,2026-02-06,19,66.0,64.05,7
