Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-03-09,9,61.0,49.35,8
LZX5X6V4QY6MJ,2026-03-09,10,144.5,134.85,21
LZX5X6V4QY6MJ,2026-03-09,11,199.5,195.55,28
LZX5X6V4QY6MJ,2026-03-09,12,192.0,202.7,26
LZX5X6V4QY6MJ,2026-03-09,13,308.0,284.05,44
LZX5X6V4QY6MJ,2026-03-09,14,260.0,259.35,39
LZX5X6V4QY6MJ,2026-03-09,15,261.5,255.75,37
LZX5X6V4QY6MJ,2026-03-09,16,288.0,287.75,33
LZX5X6V4QY6MJ,2026-03-09,17,210.5,211.65,31
LZX5X6V4QY6MJ,2026-03-09,18,188.95,188.2,22
LZX5X6V4QY6MJ,2026-03-09,19,64.5,59.5,9
