Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-29,9,105.0,84.1,13
LZX5X6V4QY6MJ,2026-01-29,10,80.5,61.95,9
LZX5X6V4QY6MJ,2026-01-29,11,177.0,148.8,21
LZX5X6V4QY6MJ,2026-01-29,12,198.0,199.9,29
LZX5X6V4QY6MJ,2026-01-29,13,378.0,375.0,42
LZX5X6V4QY6MJ,2026-01-29,14,142.5,145.5,23
LZX5X6V4QY6MJ,2026-01-29,15,272.5,280.5,30
LZX5X6V4QY6MJ,2026-01-29,16,201.0,190.2,24
LZX5X6V4QY6MJ,2026-01-29,17,174.95,178.5,18
LZX5X6V4QY6MJ,2026-01-29,18,138.0,107.1,16
LZX5X6V4QY6MJ,2026-01-29,19,223.0,223.85,13
