Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-08,9,48.0,53.1,9
LZX5X6V4QY6MJ,2025-10-08,10,55.5,58.5,9
LZX5X6V4QY6MJ,2025-10-08,11,177.5,180.0,22
LZX5X6V4QY6MJ,2025-10-08,12,273.0,274.65,31
LZX5X6V4QY6MJ,2025-10-08,13,458.5,473.5,53
LZX5X6V4QY6MJ,2025-10-08,14,436.0,426.45,49
LZX5X6V4QY6MJ,2025-10-08,15,218.5,217.1,31
LZX5X6V4QY6MJ,2025-10-08,16,301.0,299.85,35
LZX5X6V4QY6MJ,2025-10-08,17,261.5,256.35,27
LZX5X6V4QY6MJ,2025-10-08,18,194.0,200.75,28
LZX5X6V4QY6MJ,2025-10-08,19,27.5,28.5,4
