Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-07,9,26.5,26.5,4
LZX5X6V4QY6MJ,2026-01-07,10,99.0,88.0,7
LZX5X6V4QY6MJ,2026-01-07,11,117.5,120.5,10
LZX5X6V4QY6MJ,2026-01-07,12,144.5,127.8,20
LZX5X6V4QY6MJ,2026-01-07,13,213.95,217.7,29
LZX5X6V4QY6MJ,2026-01-07,14,273.0,237.5,22
LZX5X6V4QY6MJ,2026-01-07,15,236.0,218.65,19
LZX5X6V4QY6MJ,2026-01-07,16,151.5,116.5,10
LZX5X6V4QY6MJ,2026-01-07,17,90.0,81.0,12
LZX5X6V4QY6MJ,2026-01-07,18,79.0,82.0,12
LZX5X6V4QY6MJ,2026-01-07,19,54.5,39.9,7
