Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-02,9,132.5,134.85,7
LZX5X6V4QY6MJ,2026-01-02,10,42.5,46.5,6
LZX5X6V4QY6MJ,2026-01-02,11,229.5,230.2,24
LZX5X6V4QY6MJ,2026-01-02,12,177.5,176.15,26
LZX5X6V4QY6MJ,2026-01-02,13,336.0,332.5,36
LZX5X6V4QY6MJ,2026-01-02,14,375.0,366.6,34
LZX5X6V4QY6MJ,2026-01-02,15,353.95,356.45,43
LZX5X6V4QY6MJ,2026-01-02,16,241.5,248.5,26
LZX5X6V4QY6MJ,2026-01-02,17,236.0,228.0,23
LZX5X6V4QY6MJ,2026-01-02,18,191.49,180.49,16
LZX5X6V4QY6MJ,2026-01-02,19,65.5,65.5,8
