Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-23,9,53.0,52.5,7
LZX5X6V4QY6MJ,2025-10-23,10,129.5,126.0,13
LZX5X6V4QY6MJ,2025-10-23,11,82.0,57.35,9
LZX5X6V4QY6MJ,2025-10-23,12,259.5,258.8,26
LZX5X6V4QY6MJ,2025-10-23,13,227.5,219.0,27
LZX5X6V4QY6MJ,2025-10-23,14,375.0,338.1,42
LZX5X6V4QY6MJ,2025-10-23,15,324.0,281.75,38
LZX5X6V4QY6MJ,2025-10-23,16,123.5,129.5,18
LZX5X6V4QY6MJ,2025-10-23,17,189.5,194.5,22
LZX5X6V4QY6MJ,2025-10-23,18,80.0,82.0,12
LZX5X6V4QY6MJ,2025-10-23,19,121.5,124.55,11
