Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-03-16,9,120.45,126.8,14
LZX5X6V4QY6MJ,2026-03-16,10,80.95,82.3,13
LZX5X6V4QY6MJ,2026-03-16,11,118.0,117.6,16
LZX5X6V4QY6MJ,2026-03-16,12,328.45,311.01,42
LZX5X6V4QY6MJ,2026-03-16,13,383.5,376.45,51
LZX5X6V4QY6MJ,2026-03-16,14,362.0,355.65,35
LZX5X6V4QY6MJ,2026-03-16,15,456.5,459.8,47
LZX5X6V4QY6MJ,2026-03-16,16,162.5,160.3,25
LZX5X6V4QY6MJ,2026-03-16,17,344.5,348.35,29
LZX5X6V4QY6MJ,2026-03-16,18,112.5,118.6,17
LZX5X6V4QY6MJ,2026-03-16,19,100.5,98.4,14
